X,frankfurt_urban_n_vehicles_multi_radio.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
32.975939317162,1
32.977547752246,2
32.978045469788,3
32.97859718733,4
32.983215904872,5
32.983857622414,6
