X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
191.538257369081,1
192.538257369081,2
194.538257369081,3
198.538257369081,4
206.538257369081,5
222.538257369081,6
254.538257369081,7
286.538257369081,8
296.126313303492,1
297.126313303492,2
299.126313303492,3
303.126313303492,4
311.126313303492,5
327.126313303492,6
346.141178487938,1
347.141178487938,2
349.141178487938,3
353.141178487938,4
361.141178487938,5
377.141178487938,6
