X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
185.2548820424,1
186.2548820424,2
188.2548820424,3
192.2548820424,4
200.2548820424,5
216.2548820424,6
248.2548820424,7
280.2548820424,8
301.142817457085,1
302.142817457085,2
304.142817457085,3
308.142817457085,4
316.142817457085,5
332.142817457085,6
347.439414215514,1
348.439414215514,2
350.439414215514,3
354.439414215514,4
362.439414215514,5
378.439414215514,6
380.235303477673,1
381.235303477673,2
383.235303477673,3
387.235303477673,4
395.235303477673,5
