X,frankfurt_urban_n_vehicles.MA[4].tcp/rcvd seq
413.582631396186,1.03385e+08
413.672212966704,1.03385e+08
413.761126207044,1.03385e+08
413.762244521622,1.03385e+08
413.851079855679,1.03385e+08
413.853145893223,1.03385e+08
413.854580621155,1.03385e+08
413.856060317891,1.03385e+08
413.944754821149,1.03385e+08
413.946139812969,1.03385e+08
413.947940396965,1.03385e+08
413.949999802311,1.03385e+08
413.951165386307,1.03385e+08
413.953514970303,1.03385e+08
413.953904275077,1.03385e+08
413.954446579851,1.03385e+08
414.033660513734,1.03385e+08
414.034142813812,1.03385e+08
414.14131302259,1.03385e+08
414.143000599468,1.03385e+08
414.143960895004,1.03385e+08
414.14452119054,1.03385e+08
414.145072486076,1.03385e+08
414.145668781612,1.03385e+08
414.146094077148,1.03385e+08
414.146573372684,1.03385e+08
414.14703466822,1.03385e+08
414.147567963756,1.03385e+08
414.148020259292,1.03385e+08
414.148409554828,1.03385e+08
414.148870850364,1.03385e+08
414.1493321459,1.03385e+08
414.23028023913,1.03385e+08
414.232463215474,1.03385e+08
414.23337762651,1.03385e+08
414.334313855672,1.03385e+08
414.33472114259,1.03385e+08
414.335128429508,1.03385e+08
414.336661417728,1.03385e+08
414.337702704646,1.03385e+08
414.338172991564,1.03385e+08
414.339653452136,1.03385e+08
414.3406912684,1.03385e+08
414.341080555318,1.03385e+08
414.342037371582,1.03385e+08
414.343111187846,1.03385e+08
414.343518474764,1.03385e+08
414.343952761682,1.03385e+08
414.3445850486,1.03385e+08
414.42486541165,1.03385e+08
414.425803820194,1.03385e+08
414.427626228738,1.03385e+08
414.527432573643,1.03385e+08
414.528478852571,1.03385e+08
414.530525220899,1.03385e+08
414.531048503751,1.03385e+08
414.531796786603,1.03385e+08
414.532545069455,1.03385e+08
414.533032352307,1.03385e+08
414.533591635159,1.03385e+08
414.535333918011,1.03385e+08
414.53594311432,1.03385e+08
414.537590483715,1.03385e+08
414.538293766567,1.03385e+08
414.538993544108,1.03385e+08
414.539652823036,1.03385e+08
414.617713293754,1.03385e+08
414.620093993335,1.03385e+08
414.622126984464,1.03385e+08
414.722054943819,1.03385e+08
414.723191217425,1.03385e+08
414.723598491031,1.03385e+08
414.724504764637,1.03385e+08
414.725146038243,1.03385e+08
414.725652311849,1.03385e+08
414.726113585455,1.03385e+08
414.726664859061,1.03385e+08
414.727234132667,1.03385e+08
414.727704406273,1.03385e+08
414.728093679879,1.03385e+08
414.728719980985,1.03385e+08
414.729396257091,1.03385e+08
414.729938530697,1.03385e+08
414.811910038277,1.03385e+08
414.812434309543,1.03385e+08
414.813384718778,1.03385e+08
414.911989192894,1.03385e+08
414.912477461992,1.03385e+08
414.914114000188,1.03385e+08
414.914737269286,1.03385e+08
414.915396538384,1.03385e+08
414.917023807482,1.03385e+08
414.91746707658,1.03385e+08
414.917892345678,1.03385e+08
414.918551614776,1.03385e+08
414.919066883874,1.03385e+08
414.919654152972,1.03385e+08
414.92029542207,1.03385e+08
414.920819691168,1.03385e+08
414.921253960266,1.03385e+08
415.002433275678,1.03385e+08
415.003353686887,1.03385e+08
415.003790953975,1.03385e+08
415.102395424078,1.03385e+08
415.103522870314,1.03385e+08
415.104402135564,1.03385e+08
415.104854400814,1.03385e+08
415.105895979382,1.03385e+08
415.107276244632,1.03385e+08
415.108651509882,1.03385e+08
415.109229775132,1.03385e+08
415.109871040382,1.03385e+08
415.110260305632,1.03385e+08
415.110775570882,1.03385e+08
415.111443836132,1.03385e+08
415.111923101382,1.03385e+08
415.112573366632,1.03385e+08
415.191416612528,1.03385e+08
415.193933957853,1.03385e+08
415.194335223103,1.03385e+08
415.294009070887,1.03385e+08
415.295127334465,1.03385e+08
415.296105894993,1.03385e+08
415.296720158571,1.03385e+08
415.297278422149,1.03385e+08
415.298000775813,1.03385e+08
415.298552039391,1.03385e+08
415.299235212883,1.03385e+08
415.299938476461,1.03385e+08
415.300425740128,1.03385e+08
415.300986003884,1.03385e+08
415.30160026764,1.03385e+08
415.302781369011,1.03385e+08
415.303296632767,1.03385e+08
415.384613668414,1.03385e+08
415.385678084608,1.03385e+08
415.386727500802,1.03385e+08
415.485685285769,1.03385e+08
415.486893550109,1.03385e+08
415.487381814449,1.03385e+08
415.487771078789,1.03385e+08
415.488812343129,1.03385e+08
415.489462607469,1.03385e+08
415.490130871809,1.03385e+08
415.490717133813,1.03385e+08
415.491232398153,1.03385e+08
415.491972468691,1.03385e+08
415.492631733031,1.03385e+08
415.493164997371,1.03385e+08
415.493918455513,1.03385e+08
415.494994006553,1.03385e+08
415.575003316056,1.03385e+08
415.576784733664,1.03385e+08
415.577374998756,1.03385e+08
415.675979468243,1.03385e+08
415.677160734257,1.03385e+08
415.678058000271,1.03385e+08
415.678474266285,1.03385e+08
415.678890532299,1.03385e+08
415.679315798313,1.03385e+08
415.680748436154,1.03385e+08
415.681407702168,1.03385e+08
415.682039968182,1.03385e+08
415.682438234196,1.03385e+08
415.68310650021,1.03385e+08
415.683621766224,1.03385e+08
415.684245032238,1.03385e+08
415.684859298252,1.03385e+08
415.765644176606,1.03385e+08
415.767719285323,1.03385e+08
415.768795713464,1.03385e+08
415.867400185132,1.03386e+08
415.868437453496,1.03386e+08
415.86938872186,1.03386e+08
415.869876990224,1.03386e+08
415.870491258588,1.03386e+08
415.870880526952,1.03386e+08
415.871467795316,1.03386e+08
415.87210906368,1.03386e+08
415.872958321964,1.03386e+08
415.873598589068,1.03386e+08
415.874319856172,1.03386e+08
415.874969123276,1.03386e+08
415.87551139164,1.03386e+08
415.877126927974,1.03386e+08
415.957927603535,1.03386e+08
415.958875040192,1.03386e+08
415.959474309986,1.03386e+08
416.058128034329,1.03386e+08
416.058652305719,1.03386e+08
416.0596963241,1.03386e+08
416.06087259549,1.03386e+08
416.06128886688,1.03386e+08
416.06173213827,1.03386e+08
416.06215740966,1.03386e+08
416.063160063557,1.03386e+08
416.063742290959,1.03386e+08
416.065129772773,1.03386e+08
416.065744044163,1.03386e+08
416.066223315553,1.03386e+08
416.066828586943,1.03386e+08
416.067388858333,1.03386e+08
416.148016726147,1.03386e+08
416.149000172046,1.03386e+08
416.150085617945,1.03386e+08
416.248690096731,1.03386e+08
416.249772373279,1.03386e+08
416.250768649827,1.03386e+08
416.251400926375,1.03386e+08
416.251907202923,1.03386e+08
416.253809142225,1.03386e+08
416.254477418773,1.03386e+08
416.255100695321,1.03386e+08
416.256080281979,1.03386e+08
416.256729555135,1.03386e+08
416.257297828291,1.03386e+08
416.258488357019,1.03386e+08
416.26014903301,1.03386e+08
416.263316214549,1.03386e+08
416.337799989436,1.03386e+08
416.338795041759,1.03386e+08
416.340367884675,1.03386e+08
416.439391444466,1.03386e+08
416.440873232764,1.03386e+08
416.441916958715,1.03386e+08
416.442468242511,1.03386e+08
416.443109526307,1.03386e+08
416.44378760337,1.03386e+08
416.444382883464,1.03386e+08
416.444996163558,1.03386e+08
416.445717443652,1.03386e+08
416.446339723746,1.03386e+08
416.44694400384,1.03386e+08
416.447548283934,1.03386e+08
416.448089564028,1.03386e+08
416.448819844122,1.03386e+08
416.529434372546,1.03386e+08
416.52994066021,1.03386e+08
416.530467947874,1.03386e+08
416.629072441487,1.03386e+08
416.630082733181,1.03386e+08
416.630747024875,1.03386e+08
416.631316316569,1.03386e+08
416.632612975283,1.03386e+08
416.633163262947,1.03386e+08
416.633871480866,1.03386e+08
416.63453077256,1.03386e+08
416.635084125939,1.03386e+08
416.635680417633,1.03386e+08
416.636301701267,1.03386e+08
416.636879992961,1.03386e+08
416.638676276595,1.03386e+08
