X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
192.35206152632,1
193.35206152632,2
195.35206152632,3
199.35206152632,4
207.35206152632,5
223.35206152632,6
255.35206152632,7
287.35206152632,8
299.984919519978,1
300.984919519978,2
302.984919519978,3
306.984919519978,4
314.984919519978,5
330.984919519978,6
340.963724911712,1
341.963724911712,2
343.963724911712,3
347.963724911712,4
355.963724911712,5
371.963724911712,6
383.201255767752,1
384.201255767752,2
386.201255767752,3
390.201255767752,4
398.201255767752,5
403.963724911712,7
411.106384635447,6
435.963724911712,8
