X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
161.74874945618,1
162.74874945618,2
164.74874945618,3
168.74874945618,4
176.74874945618,5
192.74874945618,6
224.74874945618,7
256.74874945618,8
288.74874945618,9
297.822875716337,1
298.822875716337,2
300.822875716337,3
304.822875716337,4
312.822875716337,5
328.822875716337,6
343.054910507992,1
344.054910507992,2
346.054910507992,3
350.054910507992,4
358.054910507992,5
374.054910507992,6
404.574513521907,1
405.574513521907,2
407.574513521907,3
411.574513521907,4
419.574513521907,5
435.574513521907,6
