X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
194.286886985613,1
195.286886985613,2
197.286886985613,3
201.286886985613,4
209.286886985613,5
225.286886985613,6
257.286886985613,7
289.286886985613,8
298.027507118407,1
299.027507118407,2
301.027507118407,3
305.027507118407,4
313.027507118407,5
329.027507118407,6
336.226916544703,1
337.226916544703,2
339.226916544703,3
343.226916544703,4
351.226916544703,5
367.226916544703,6
376.181084419076,1
377.181084419076,2
379.181084419076,3
383.181084419076,4
391.181084419076,5
396.642904125752,6
397.642904125752,7
399.226916544703,7
399.642904125752,8
431.226916544703,8
