X,frankfurt_urban_n_vehicles.MA[6].udpApp[0]/endToEndDelay:vector
43.181343049212,0.248915
43.188245458686,0.245817
43.229481121681,0.277053
43.259121574171,0.296693
43.262809984105,0.290382
43.266293404405,0.283865
43.269913228863,0.267485
43.295246950301,0.282819
43.312108655991,0.289681
43.337099150977,0.304671
43.346815645963,0.304388
43.357437140949,0.305009
43.368625635935,0.306197
43.383904130921,0.311476
43.389050625907,0.306622
43.400779132364,0.308351
43.404118470268,0.29169
43.414457808172,0.28203
43.42077728611,0.278349
43.427650902208,0.275223
43.44401943892,0.281591
43.460327139064,0.257899
43.487704907954,0.255277
43.50875946471,0.266331
43.51532227451,0.252894
43.542270428816,0.259842
43.543572429826,0.241144
43.56796027019,0.255532
43.577007408894,0.254579
43.587938986552,0.255511
43.59197666256,0.249549
43.601496750081,0.249069
43.619703367833,0.257275
43.641998246437,0.26957
43.650953864189,0.268526
43.674322481941,0.281894
43.683336099693,0.280908
43.695583541725,0.283155
43.700136159477,0.277708
43.704784629541,0.272356
43.706367494973,0.253939
43.712857411117,0.250429
43.744040167407,0.261612
43.748563728531,0.256136
43.770921794987,0.258494
43.791073356111,0.258645
43.797567272255,0.255139
43.806459948871,0.254032
43.816801644413,0.254374
43.837188339955,0.26476
43.842424185495,0.259996
43.847660172703,0.255232
43.848919052339,0.246491
43.852028807493,0.239601
43.856824503035,0.234396
43.881840408125,0.239412
43.889743103667,0.237315
43.896716827063,0.234289
43.903628540932,0.2312
43.910621274098,0.228193
43.921350007264,0.228922
43.935388390264,0.22296
43.96539935546,0.242971
43.97630623156,0.233878
43.98159101204,0.219163
43.992000745206,0.219573
44.002231492452,0.219803
44.016164262602,0.223736
44.059399943146,0.246972
44.074386713296,0.251959
44.095913483446,0.263485
44.103996271082,0.261568
44.106531332792,0.254103
44.136857656046,0.27443
44.152362462438,0.279934
44.187474522196,0.305046
44.192072328588,0.299644
44.211215152077,0.308787
44.230981144699,0.298553
44.236672986565,0.294245
44.250302828431,0.297875
44.271718241425,0.30929
44.286004083291,0.313576
44.293874925157,0.311447
44.308793520303,0.306365
44.322043307079,0.289615
44.341225666697,0.298798
44.367223026315,0.304795
44.373756902967,0.301329
44.378561779619,0.296134
44.380470727479,0.278043
44.412038288954,0.28961
44.433122787624,0.270695
44.486926293966,0.304498
44.494528686638,0.302101
44.506635614285,0.304207
44.529231049057,0.316803
44.540482993201,0.318055
44.551020169275,0.308592
44.571626594381,0.319198
44.576773538525,0.314345
44.584809534733,0.312381
44.599059727909,0.316632
44.624851417884,0.332423
44.626922594444,0.314494
44.629457377988,0.297029
44.65203735483,0.309609
44.662452331672,0.310024
44.675069308514,0.312641
44.678950249866,0.306522
44.703122363754,0.320694
44.71621632995,0.323788
44.723873586134,0.321445
44.726686397242,0.304258
44.749660919242,0.297233
44.758392175426,0.295964
44.762519663518,0.290092
44.784168672336,0.301741
44.78900192852,0.286574
44.803035196913,0.290607
44.839892689911,0.297465
44.846528377423,0.2941
44.856991838741,0.264564
44.881990110819,0.279562
44.897449919101,0.275022
44.907418974377,0.274991
44.923352830797,0.280925
44.956735350895,0.284307
44.962596207315,0.280168
44.970171744927,0.277744
44.989944282539,0.277516
44.996377290585,0.273949
45.000730304829,0.268302
45.018086405635,0.265658
45.026326506441,0.263898
45.067599839129,0.295172
45.072031194895,0.279603
45.076833129261,0.274405
45.085805157559,0.273377
45.097003258365,0.274575
45.104757373411,0.272329
45.134054503503,0.291626
45.139972865471,0.287545
45.148048451441,0.28562
45.154809254775,0.282381
45.173777199385,0.271349
45.175702249537,0.253274
45.182308972581,0.249881
45.204075503306,0.241647
45.22790567593,0.255478
45.263570285354,0.281142
45.272355054346,0.279927
45.301578221623,0.26915
45.337458255307,0.29503
45.371075467931,0.318647
45.385157970243,0.31273
45.396317872483,0.29389
45.426175033152,0.313747
45.439130976656,0.316703
45.467129228732,0.334701
45.488613172236,0.346185
45.500665121496,0.348237
45.522351131428,0.349923
45.566849643972,0.324422
45.589713768328,0.287286
45.626500890215,0.284073
45.646715914973,0.294288
45.679774171581,0.317346
45.705482232935,0.313054
45.719680200323,0.307252
45.738524393445,0.306096
45.756623080899,0.314195
45.769288010565,0.30686
45.797904238822,0.325476
45.815139795168,0.322712
45.826949880794,0.314522
45.828858183272,0.30643
45.837012951426,0.304585
45.860503947502,0.298076
45.866578715656,0.274151
45.88082781972,0.2784
45.88151495057,0.269087
45.927453535925,0.275025
45.929444478731,0.267016
45.953886281225,0.281458
45.961938273031,0.27951
45.970149264713,0.267721
45.976365024555,0.263937
45.983834934499,0.261407
45.987537227413,0.255109
45.996508219219,0.25408
46.001599044647,0.239171
46.011596066725,0.239168
46.018113088803,0.235685
46.037448269815,0.24502
46.063394291893,0.260966
46.069737472905,0.257309
46.085075067785,0.262647
46.095516248797,0.263088
46.117795695746,0.275368
46.149791387226,0.297363
46.156002849054,0.283575
46.157520841656,0.265093
46.171777060132,0.269349
46.193489759658,0.261062
46.203171230699,0.260743
46.242506189897,0.290078
46.253982442773,0.291554
46.278853521681,0.306425
46.303549270297,0.321121
46.316639030975,0.314211
46.328290657337,0.295863
46.335259946823,0.292832
46.343942286607,0.291514
46.371978718865,0.309551
46.384333477915,0.301905
46.40745572421,0.285028
46.425334122118,0.282906
46.434790977618,0.282363
46.442567776218,0.28014
46.46157934299,0.289151
46.47162801253,0.2592
46.477226149462,0.254798
46.481890477422,0.239462
46.49579578889,0.223368
46.523648138941,0.24122
46.546205501769,0.253777
46.558621864597,0.256194
46.613826250553,0.301398
46.648919650329,0.306492
46.662239543659,0.309811
46.666829415609,0.304401
46.672342398613,0.299914
46.692120900269,0.309693
46.708224564382,0.315796
46.719747089632,0.317319
46.742966766826,0.330539
46.75393344518,0.331505
46.758667669196,0.32624
46.76688934639,0.324461
46.774831783358,0.322404
46.801499612378,0.339071
46.815328854856,0.322901
46.824113711638,0.311686
46.847025643188,0.324598
46.883362238214,0.300934
46.921794972501,0.299367
46.935786254931,0.303358
46.965152998563,0.322725
46.967407244517,0.314979
46.995506518749,0.333078
47.009534154784,0.327106
47.03800822296,0.32558
47.042385058722,0.319957
47.068834847888,0.336407
47.078986397124,0.336558
47.086747367006,0.324319
47.09632567871,0.323898
47.107748491633,0.32532
47.116515309519,0.324087
47.133276127405,0.320848
47.137834162291,0.315406
47.155078502903,0.32265
47.179975783567,0.327548
47.188222355999,0.325794
47.224337712916,0.33191
47.227094757936,0.324667
47.244198320504,0.31177
47.25288154603,0.290453
47.25976855288,0.28734
47.289650646564,0.307223
47.33027418159,0.317846
47.336670601512,0.304242
47.34278699825,0.300359
47.355101655704,0.302674
47.362603544976,0.300175
47.374598852666,0.302171
47.390364249404,0.307936
47.438347523123,0.335919
47.456646573107,0.334218
47.482744869633,0.340317
47.493169053933,0.340741
47.495053110809,0.322625
47.503777940729,0.32135
47.508833742581,0.316406
47.578225090845,0.355797
47.618095807771,0.365668
47.624746806259,0.362319
47.644325622627,0.351897
47.662891331319,0.360463
47.694469858597,0.382042
47.713797928285,0.39137
47.736541719607,0.404114
47.741272325967,0.398844
47.765527828507,0.4031
47.774114048279,0.381686
47.817415760463,0.394988
47.839113001287,0.376685
47.849605396313,0.377177
47.864309458729,0.381881
47.869917533263,0.357489
47.876737540451,0.334309
47.888026706055,0.315599
47.897539364533,0.305111
47.907837349646,0.295409
47.92513067469,0.292703
47.953530999734,0.291103
47.959555716442,0.287128
47.988534789704,0.306107
47.989087132556,0.296659
47.99191072719,0.289483
48.016567600433,0.304139
48.020386431171,0.287958
48.054781808951,0.312354
48.080727639689,0.308299
48.090890306489,0.308462
48.106124381114,0.303696
48.132330203346,0.319902
48.157068091946,0.33464
48.17724860067,0.34482
48.20052420462,0.358096
48.226380146574,0.373952
48.248447088528,0.386019
48.257884030482,0.385456
48.272925972436,0.390498
48.280105826978,0.387678
48.28988768152,0.36746
48.293451760182,0.341024
48.305653959841,0.343226
48.324806141015,0.342378
48.356788110937,0.36436
48.382341967407,0.359914
48.395368881029,0.332941
48.401771586588,0.329343
48.415404906616,0.332977
48.422804517342,0.300376
48.4281170004,0.295689
48.429510153482,0.287082
48.432942018164,0.270514
48.49083628643,0.298408
48.51971577341,0.307288
48.55434745472,0.331919
48.564541478576,0.332113
48.595288455632,0.35286
48.60838858852,0.35596
48.642699298266,0.380271
48.670680587284,0.398252
48.681514489666,0.389086
48.685009230108,0.372581
48.702083475432,0.379655
48.730816446566,0.378388
48.759631911214,0.397204
48.774176856262,0.391749
48.793756931246,0.401329
48.814938022615,0.41251
48.822048436223,0.37962
48.832555729795,0.370128
48.907503894187,0.385076
48.944193968875,0.411766
48.947714513295,0.405286
48.959221827207,0.396794
48.966227322949,0.393799
48.993980397921,0.381552
48.995310508395,0.362882
49.001056885146,0.358629
49.016472559228,0.364044
49.03421789584,0.35179
49.063525593714,0.331097
49.115568795599,0.373141
49.117541705235,0.365114
49.126242513291,0.363814
49.127581641179,0.355153
49.137845249489,0.355417
49.158738818343,0.366311
49.182540220087,0.380112
49.183344656689,0.360917
49.184077093291,0.351649
49.188123413837,0.315695
49.213826500228,0.301398
49.25025299957,0.327825
49.25466905784,0.322241
49.260341586614,0.307913
49.265973612858,0.303545
49.280879805012,0.308452
49.305015385618,0.322587
49.31179997321,0.319372
49.334631578416,0.332203
49.347672024004,0.335244
49.365880242212,0.343452
49.374867455988,0.342439
49.400944148867,0.328516
49.418613366203,0.336185
49.429802601129,0.337374
49.436205538227,0.333777
49.470315710375,0.347888
49.500916078336,0.348488
49.542358056188,0.31993
49.554068311534,0.32164
49.595787806052,0.35336
49.621857826795,0.36943
49.625191543945,0.352763
49.683406229597,0.380978
49.699780495767,0.387352
49.722380589376,0.389952
49.748853115768,0.406425
49.813705603062,0.421277
49.84462988915,0.442202
49.888911622486,0.446483
49.893580344792,0.431152
49.900257661033,0.42783
49.907877604535,0.415449
49.934396175429,0.431968
49.944429978135,0.432002
49.956289309879,0.433861
49.968657473197,0.406229
49.984526586959,0.412098
50.015901755862,0.423474
50.061643889186,0.419216
50.068136426152,0.415708
50.108619380377,0.416191
50.139975598275,0.407547
50.180313510773,0.407885
50.223655788964,0.411228
50.251543399918,0.409115
50.274842629598,0.412414
50.313573024867,0.441145
50.349835944021,0.467408
50.361163177949,0.458735
50.397305809763,0.484878
50.402941692,0.480514
50.410251635182,0.477823
50.424227028712,0.471799
50.428775683728,0.446348
50.435272381796,0.442844
50.438520212328,0.416092
50.465923460048,0.433495
50.503355026738,0.410927
50.527943907876,0.385516
50.570225929914,0.417798
50.576657832086,0.38423
50.603301884515,0.360874
50.623551377079,0.341123
50.630761006807,0.318333
50.658878948321,0.296451
50.678982038853,0.306554
50.710356852594,0.327929
50.71766413955,0.325236
50.740646839212,0.338219
50.752101020396,0.319673
50.758288712742,0.315861
50.828244951639,0.355817
50.843805665263,0.351378
50.926232399971,0.383804
50.951314818759,0.398887
50.974841898295,0.412414
51.016660627856,0.434232
51.03802436808,0.445596
51.054388647404,0.441961
51.06599261944,0.443564
51.09253454774,0.420106
51.124195648452,0.441768
51.141854401452,0.449426
51.146866365104,0.444438
51.171844118104,0.459416
51.180321452632,0.457893
51.189787205632,0.447359
51.22517882803,0.442751
51.230908941918,0.428481
51.238756518624,0.426328
51.26172110561,0.359293
51.271635652886,0.359208
51.283627534962,0.341199
51.299374879856,0.346947
51.320235520994,0.317807
51.3483275301,0.335899
51.370324831206,0.347897
51.380521455582,0.348093
51.419088812633,0.366661
51.425698731179,0.363271
51.432375764275,0.349948
51.433734316405,0.341306
51.460603107357,0.348175
51.478436561463,0.346008
51.505336596458,0.362908
51.51599139467,0.363563
51.531952538306,0.349524
51.568161394726,0.365733
51.582016192938,0.369588
51.592779336574,0.370351
51.603044261867,0.360616
51.635213779721,0.362786
51.669674416669,0.357246
51.691688761007,0.349261
51.696033510411,0.333605
51.720219553175,0.337791
51.741689719231,0.349262
51.748240117099,0.345812
51.769706283155,0.357278
51.770258846933,0.347831
51.802898809705,0.330471
51.817896987381,0.335469
51.889180344927,0.396752
51.899723754415,0.397296
51.900920324448,0.388492
51.905101803484,0.362674
51.929064882474,0.376637
51.957357729652,0.39493
51.965941919124,0.393514
51.989685853826,0.397258
51.992282026924,0.389854
51.995586737772,0.383159
52.020535826448,0.398108
52.035702496034,0.393274
52.058752646612,0.406325
52.063286029002,0.400858
52.078157327138,0.385729
52.088151477716,0.375723
52.106741979788,0.374314
52.116344484082,0.373916
52.181128229574,0.4087
52.19251057869,0.410082
52.284914095243,0.412486
52.301019273393,0.418591
52.302638863391,0.410211
52.319288391813,0.41686
52.321360462811,0.398932
52.336363991233,0.403936
52.349187660573,0.39676
52.375480080725,0.413052
52.380200517889,0.397772
52.385911415759,0.383483
52.421330268831,0.388902
52.450249410651,0.407821
52.460757950699,0.40833
52.501642681233,0.429215
52.507803760795,0.425376
52.520658682513,0.428231
52.522053281071,0.409625
52.563214098195,0.390786
52.569311119257,0.376883
52.584910342241,0.332482
52.617302618432,0.344874
52.629373551374,0.336945
52.63517358322,0.332745
52.684868747974,0.372441
52.721019987885,0.378592
52.741608931671,0.389181
52.751817875457,0.38939
52.802455335956,0.420027
52.815702290212,0.423274
52.8202066684,0.407779
52.82367075941,0.401243
52.844119222048,0.391691
52.847309832048,0.384882
52.855187124552,0.382759
52.860481925438,0.378054
52.881273879694,0.388846
52.910814384656,0.378386
52.970875639006,0.428447
52.985960941254,0.433533
52.997906673718,0.415479
53.047692935758,0.445265
53.059219909686,0.436792
53.087492743182,0.435065
53.092643503264,0.430215
53.094788888248,0.412361
53.100137754244,0.39771
53.112922074914,0.400494
53.143469971218,0.391042
53.150011676498,0.377584
53.162332381778,0.379904
53.194503702448,0.402076
53.202147924659,0.38972
53.211741254087,0.389313
53.223894246215,0.391466
53.272225296485,0.419797
53.276179295009,0.413751
53.286851395405,0.364423
53.307435154631,0.355007
53.336981724253,0.374554
53.353279543077,0.340851
53.364366310131,0.341938
53.376892310817,0.324464
53.401018650009,0.338591
53.424238658897,0.351811
53.454598099145,0.36217
53.484642444991,0.372214
53.495050508009,0.362622
53.501007145051,0.338579
53.509686498633,0.337258
53.519868852215,0.337441
53.525707205797,0.333279
53.554460994507,0.312033
53.575579348089,0.323151
53.591508593487,0.31908
53.609105417166,0.316677
53.616233009926,0.313805
53.673053329914,0.350625
53.689898980702,0.357471
53.69880463149,0.356376
53.721416689377,0.358989
53.743280789335,0.350853
53.777489664903,0.355062
53.785248964377,0.342821
53.791917023419,0.339489
53.819742350326,0.357314
53.854818725094,0.382391
53.877308099862,0.39488
53.916530480014,0.424102
53.941422861186,0.438995
53.977704955188,0.455277
54.001283077449,0.458855
54.036397464755,0.483969
54.046355298221,0.483927
54.050846940431,0.478419
54.057280773897,0.474853
54.088250128939,0.485822
54.094568249573,0.47214
54.105744965354,0.453317
54.114302358466,0.451874
54.11543477067,0.433007
54.140457108426,0.438029
54.17944773335,0.46702
54.216467569501,0.494039
54.254693174691,0.502265
54.289251805119,0.526824
54.340072112315,0.517644
54.375529950901,0.533102
54.398778789487,0.526351
54.439860910373,0.537433
54.483957695077,0.55153
54.486329343831,0.543901
54.514748474282,0.55232
54.567574023722,0.565146
54.58521115485,0.572783
54.629221861809,0.606794
54.645532480195,0.583104
54.652006324765,0.579578
54.669128974477,0.586701
54.692331817377,0.599904
54.706191553085,0.573763
54.727668536217,0.53524
54.756848085667,0.53442
54.758958738247,0.516531
54.761285390827,0.508857
54.781207054849,0.498779
54.8106702413,0.488242
54.81473590846,0.472308
54.84404057562,0.471612
54.846383893514,0.463956
54.856963602018,0.414535
54.880187030068,0.427759
54.884234875112,0.401807
54.921540713363,0.389113
54.958427143245,0.405999
54.964610094613,0.392182
54.990081531477,0.377653
55.04906262861,0.426634
55.143840615065,0.471412
55.167572044467,0.485144
55.20948769983,0.46706
55.237370907842,0.464943
55.254463347666,0.472035
55.28611054838,0.483682
55.286762205714,0.474334
55.303769105324,0.481341
55.350325029052,0.497897
55.37182904128,0.509401
55.372507699342,0.49008
55.393619493418,0.471191
55.438631104081,0.506203
55.444096781347,0.501669
55.447044440087,0.494616
55.5227449446,0.440317
55.581235969812,0.438808
55.587230397358,0.434802
55.633340038828,0.460912
55.704765603232,0.502337
55.719457479018,0.497029
55.727599637146,0.475171
55.75947008244,0.487042
55.79183274289,0.499405
55.79338940334,0.480961
55.805538618659,0.47311
55.833658867071,0.451231
55.851605951179,0.449178
55.864868405841,0.45244
55.892991175703,0.440563
55.980015108222,0.477587
55.990486854398,0.478059
56.014691996956,0.482264
56.111204819757,0.478777
56.139940801187,0.467513
56.160838452563,0.46841
56.194125386273,0.471697
56.226680318901,0.464252
56.233874172709,0.461446
56.269902866053,0.477475
56.37303559921,0.540607
56.390722870744,0.548295
56.398119326374,0.515691
56.438156208862,0.495728
56.449612673116,0.497185
56.481999048936,0.509571
56.48843813513,0.50601
56.496680599384,0.484252
56.508682504405,0.476254
56.528799590845,0.466371
56.564079056319,0.491651
56.681118706882,0.558691
56.784786851457,0.632359
56.793592757025,0.631165
56.83370842077,0.65128
56.84338832406,0.65096
56.895744072466,0.693316
56.951709408802,0.699281
