X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
195.390245873947,1
196.390245873947,2
198.390245873947,3
202.390245873947,4
210.390245873947,5
226.390245873947,6
258.390245873947,7
290.390245873947,8
297.26216715865,1
298.26216715865,2
300.26216715865,3
304.26216715865,4
312.26216715865,5
328.26216715865,6
336.358565895768,1
337.358565895768,2
339.358565895768,3
343.358565895768,4
351.358565895768,5
367.358565895768,6
398.88468609463,1
399.88468609463,2
401.88468609463,3
405.88468609463,4
413.88468609463,5
