X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
200.423904564696,1
201.423904564696,2
203.423904564696,3
207.423904564696,4
215.423904564696,5
231.423904564696,6
263.423904564696,7
295.423904564696,8
299.55360106117,1
300.55360106117,2
302.55360106117,3
306.55360106117,4
314.55360106117,5
330.55360106117,6
345.854977689549,1
346.854977689549,2
348.854977689549,3
352.854977689549,4
360.854977689549,5
376.854977689549,6
381.631529594671,1
382.631529594671,2
384.631529594671,3
388.631529594671,4
396.631529594671,5
408.854977689549,7
412.631529594671,6
417.226623395252,7
