X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.630851554651,1
197.630851554651,2
199.630851554651,3
203.630851554651,4
211.630851554651,5
227.630851554651,6
259.630851554651,7
291.630851554651,8
299.015776821885,1
300.015776821885,2
302.015776821885,3
306.015776821885,4
314.015776821885,5
330.015776821885,6
340.23571965067,1
341.23571965067,2
343.23571965067,3
347.23571965067,4
355.23571965067,5
371.23571965067,6
403.23571965067,7
403.791807331533,1
404.791807331533,2
406.791807331533,3
