X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
203.734901289847,1
204.734901289847,2
206.734901289847,3
210.734901289847,4
218.734901289847,5
234.734901289847,6
266.734901289847,7
293.215206830822,1
294.215206830822,2
296.215206830822,3
300.215206830822,4
308.215206830822,5
324.215206830822,6
339.607274652761,1
340.607274652761,2
342.607274652761,3
346.607274652761,4
354.607274652761,5
370.607274652761,6
402.607274652761,7
404.559529062758,1
405.559529062758,2
