X,frankfurt_urban_n_vehicles_mipv6.MA[3].tcp/rcvd seq
37.061224412179,9.25614e+06
37.125855632529,9.25614e+06
37.126330692579,9.25614e+06
37.19225482965,9.25668e+06
37.194203889699,9.25722e+06
37.255520913635,9.25775e+06
37.256926395171,9.25829e+06
37.257455469147,9.25882e+06
37.259866617099,9.25936e+06
37.318318011389,9.2599e+06
37.319348098977,9.26043e+06
37.332942455561,9.26097e+06
37.333882543149,9.2615e+06
37.334984630737,9.26204e+06
37.335924718325,9.26258e+06
37.343035075808,9.26311e+06
37.343921163396,9.26365e+06
37.381115115949,9.26418e+06
37.382100203537,9.26472e+06
37.383088045972,9.26526e+06
37.38410913356,9.26579e+06
37.395739560121,9.26633e+06
37.397183647708,9.26686e+06
37.398150735296,9.2674e+06
37.398679822884,9.26794e+06
37.404534112615,9.26847e+06
37.405393213687,9.26901e+06
37.406270314759,9.26954e+06
37.407381415831,9.27008e+06
37.414641225404,9.27062e+06
37.419267607854,9.27115e+06
37.456417476386,9.27169e+06
37.457429577458,9.27222e+06
37.45831567853,9.27276e+06
37.458790779602,9.2733e+06
37.468123488638,9.27383e+06
37.46908158971,9.27437e+06
37.476936313182,9.2749e+06
37.478623414253,9.27544e+06
37.479572515325,9.27598e+06
37.480620616397,9.27651e+06
37.481713717469,9.27705e+06
37.482431818541,9.27758e+06
37.495227976008,9.27812e+06
37.501857039059,9.27866e+06
37.539523732109,9.27919e+06
37.542520536816,9.27973e+06
37.544586341524,9.28026e+06
37.549223375003,9.2808e+06
37.557657057031,9.28134e+06
37.562143100622,9.28187e+06
37.566038585826,9.28241e+06
37.567113700212,9.28294e+06
37.568272814597,9.28348e+06
37.569779043369,9.28402e+06
37.573209386526,9.28455e+06
37.574095500912,9.28509e+06
37.579120488508,9.28562e+06
37.585767476102,9.28616e+06
37.612747982328,9.2867e+06
37.61463380467,9.28723e+06
37.635268144167,9.28777e+06
37.636136271691,9.2883e+06
37.650135696078,9.28884e+06
37.65324616852,9.28938e+06
37.654943741913,9.28991e+06
37.659347151057,9.29045e+06
37.660413278581,9.29098e+06
37.661755731759,9.29152e+06
37.662392859283,9.29206e+06
37.662948986807,9.29259e+06
37.665885567507,9.29313e+06
37.669210601387,9.29366e+06
37.684715285471,9.2942e+06
37.685449412995,9.29474e+06
37.698065288663,9.29527e+06
37.718252020408,9.29581e+06
37.720550301355,9.29634e+06
37.722390441828,9.29688e+06
37.723898582302,9.29742e+06
37.725075722775,9.29795e+06
37.729947171656,9.29849e+06
37.732125580652,9.29902e+06
37.7348498616,9.29956e+06
37.742146052526,9.3001e+06
37.743050193,9.30063e+06
37.748311069411,9.30117e+06
37.752936066633,9.3017e+06
37.755599662096,9.30224e+06
37.783180937453,9.30278e+06
37.784211077927,9.30331e+06
37.790784358872,9.30385e+06
37.791652499346,9.30438e+06
37.79215463982,9.30492e+06
37.793178780293,9.30546e+06
37.795116201715,9.30599e+06
37.796020342189,9.30653e+06
37.799619001054,9.30706e+06
37.804943216365,9.3076e+06
37.807964637787,9.30814e+06
37.811938624248,9.30867e+06
37.838743801118,9.30921e+06
37.842868124912,9.30974e+06
37.866867205047,9.31028e+06
37.868653358306,9.31082e+06
37.870264664826,9.31135e+06
37.870802818086,9.31189e+06
37.871295971346,9.31242e+06
37.872766277866,9.31296e+06
37.874272584386,9.3135e+06
37.875185737646,9.31403e+06
37.877439044165,9.31457e+06
37.878424197425,9.3151e+06
37.879115350685,9.31564e+06
37.880082503945,9.31618e+06
37.902548977629,9.31671e+06
37.907312301422,9.31725e+06
37.937466647953,9.31778e+06
37.938802286433,9.31832e+06
37.939952452252,9.31886e+06
37.940499618072,9.31939e+06
37.941559783891,9.31993e+06
37.943548429435,9.32046e+06
37.947698424355,9.321e+06
38.110372460857,9.32151e+06
38.111873651376,9.32151e+06
38.112903841896,9.32205e+06
38.114331032416,9.32258e+06
38.115334222936,9.32312e+06
38.116337413456,9.32366e+06
38.117250603976,9.32419e+06
38.119787985015,9.32473e+06
38.121556175534,9.32526e+06
38.122478366054,9.3258e+06
38.124376747094,9.32634e+06
38.125271937614,9.32687e+06
38.127541509174,9.32741e+06
38.129094699694,9.32794e+06
38.130034890214,9.32848e+06
38.174977076311,9.32902e+06
38.177583049386,9.32955e+06
38.178469239906,9.33009e+06
38.179016430426,9.33062e+06
38.181126811466,9.33116e+06
38.181656001986,9.3317e+06
38.186107764067,9.33223e+06
38.187047954587,9.33277e+06
38.188817145107,9.3333e+06
38.189928335627,9.33384e+06
38.192105716667,9.33438e+06
38.193435907186,9.33491e+06
38.193956097706,9.33545e+06
38.195058288226,9.33598e+06
38.263296092679,9.33652e+06
38.264667793081,9.33706e+06
38.267412493483,9.33759e+06
38.268856193885,9.33813e+06
38.269832396499,9.33866e+06
38.270298599113,9.3392e+06
38.271229801727,9.33974e+06
38.271705004341,9.34027e+06
38.273193409569,9.34081e+06
38.275915017411,9.34134e+06
38.276846220025,9.34188e+06
38.277975422639,9.34242e+06
38.281181827865,9.34295e+06
38.283004030478,9.34349e+06
38.326134139762,9.34402e+06
38.328974354287,9.34456e+06
38.330882074653,9.3451e+06
38.334883515384,9.34563e+06
38.336768729909,9.34617e+06
38.337744944435,9.3467e+06
38.338551158961,9.34724e+06
38.339746373486,9.34778e+06
38.341379588011,9.34831e+06
38.341962802537,9.34885e+06
38.342609017063,9.34938e+06
38.347051089692,9.34992e+06
38.347955304218,9.35046e+06
38.348976518744,9.35099e+06
38.407590827806,9.35153e+06
38.410056280294,9.35206e+06
38.415506020196,9.3526e+06
38.4180087601,9.35314e+06
38.419383986343,9.35367e+06
38.422074212585,9.35421e+06
38.422576438829,9.35474e+06
38.423267665073,9.35528e+06
38.426792796293,9.35582e+06
38.429590475025,9.35635e+06
38.430317701269,9.35689e+06
38.432694606245,9.35742e+06
38.433562832489,9.35796e+06
38.434638058733,9.3585e+06
38.482153462677,9.35903e+06
38.483165688921,9.35957e+06
38.484141915165,9.3601e+06
38.487787360777,9.36064e+06
38.488799587021,9.36118e+06
38.490405813264,9.36171e+06
38.491454039508,9.36225e+06
38.491999265752,9.36278e+06
38.494871944484,9.36332e+06
38.495338170728,9.36386e+06
38.499566301948,9.36439e+06
38.504276530847,9.36493e+06
38.505720768624,9.36546e+06
38.5080020064,9.366e+06
38.54495071166,9.36654e+06
38.548621175681,9.36707e+06
38.551257651237,9.36761e+06
38.552587889014,9.36814e+06
38.553243126792,9.36868e+06
38.555117840126,9.36922e+06
38.556288740979,9.36975e+06
38.558871645955,9.37029e+06
38.56487488373,9.37082e+06
38.565896121508,9.37136e+06
38.568171597063,9.3719e+06
38.571010834839,9.37243e+06
38.572653072616,9.37297e+06
38.574673310393,9.3735e+06
38.609128198364,9.37404e+06
38.614887673917,9.37458e+06
38.617493923114,9.37511e+06
38.618614172312,9.37565e+06
38.61953642151,9.37618e+06
38.621167919906,9.37672e+06
38.6243106675,9.37726e+06
38.627716916696,9.37779e+06
38.628702165894,9.37833e+06
38.629732415092,9.37886e+06
38.630968857523,9.3794e+06
38.633808095299,9.37994e+06
38.635450333076,9.38047e+06
38.638136570852,9.38101e+06
38.708411227842,9.38154e+06
38.709771967496,9.38208e+06
38.71033722796,9.38262e+06
38.710875488424,9.38315e+06
38.711815748888,9.38369e+06
38.712801009352,9.38422e+06
38.715568269816,9.38476e+06
38.717372790744,9.3853e+06
38.717839051208,9.38583e+06
38.718811311672,9.38637e+06
38.887497750992,9.38688e+06
38.888465300714,9.38688e+06
38.891263658754,9.38742e+06
38.89235693029,9.38795e+06
38.893477201826,9.38849e+06
38.899184016612,9.38902e+06
38.902482293564,9.38956e+06
38.903386575936,9.3901e+06
38.903969858308,9.39063e+06
38.90448114068,9.39117e+06
38.905403423052,9.3917e+06
38.906040705424,9.39224e+06
38.909026834912,9.39278e+06
38.912352117282,9.39331e+06
38.914067399654,9.39385e+06
38.952726887623,9.39438e+06
38.95406095268,9.39492e+06
38.955722509282,9.39546e+06
38.961707180812,9.39599e+06
38.966231113741,9.39653e+06
38.970829496484,9.39706e+06
38.972100053086,9.3976e+06
38.973572335457,9.39814e+06
38.974173617829,9.39867e+06
38.974801900201,9.39921e+06
38.978250029688,9.39974e+06
38.982600876804,9.40028e+06
38.983175159176,9.40082e+06
38.986835288664,9.40135e+06
39.018275044346,9.40189e+06
39.021297008394,9.40242e+06
39.028837529434,9.40296e+06
39.029831822506,9.4035e+06
39.032093672569,9.40403e+06
39.050904117485,9.40457e+06
39.051772410557,9.4051e+06
39.052364703629,9.40564e+06
39.058395582844,9.40618e+06
39.060451875915,9.40671e+06
39.062589462059,9.40725e+06
39.063682755131,9.40778e+06
39.064605048203,9.40832e+06
39.066059341275,9.40886e+06
39.088613618306,9.40939e+06
39.09977658235,9.40993e+06
39.101176885994,9.41046e+06
39.103626056948,9.411e+06
39.106097360591,9.41154e+06
39.113701432815,9.41207e+06
39.115919018959,9.41261e+06
39.118767605101,9.41314e+06
39.121506898174,9.41368e+06
39.126529456482,9.41422e+06
39.130566760124,9.41475e+06
39.131184063768,9.41529e+06
39.132223367412,9.41582e+06
39.132725671056,9.41636e+06
39.151870806793,9.4169e+06
39.162573902966,9.41743e+06
39.165331510253,9.41797e+06
39.167145813897,9.4185e+06
39.169266117541,9.41904e+06
39.17714675343,9.41958e+06
39.178716339575,9.42011e+06
39.181564925717,9.42065e+06
39.185429218788,9.42118e+06
39.189750777098,9.42172e+06
39.194008384384,9.42226e+06
39.196485991671,9.42279e+06
39.197594295316,9.42333e+06
39.19868759896,9.42386e+06
39.21523613263,9.4244e+06
39.225371228803,9.42494e+06
39.233233443378,9.42547e+06
39.235889747021,9.42601e+06
39.236821061107,9.42654e+06
39.239944079267,9.42708e+06
39.24300766541,9.42762e+06
39.246226251553,9.42815e+06
39.248226544625,9.42869e+06
39.253801102935,9.42922e+06
39.25785971022,9.42976e+06
39.261704317506,9.4303e+06
39.262429631592,9.43083e+06
39.265731276767,9.43137e+06
39.332468926419,9.4319e+06
39.337027575035,9.43244e+06
39.337877899343,9.43298e+06
39.33960122365,9.43351e+06
39.340514547958,9.43405e+06
39.341016872266,9.43458e+06
39.345614169497,9.43512e+06
39.347481493804,9.43566e+06
39.348592818112,9.43619e+06
39.350811466728,9.43673e+06
