X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
189.653416266336,1
190.653416266336,2
192.653416266336,3
196.653416266336,4
204.653416266336,5
220.653416266336,6
252.653416266336,7
284.653416266336,8
295.844226403197,1
296.844226403197,2
298.844226403197,3
302.844226403197,4
310.844226403197,5
326.844226403197,6
337.716597125606,1
338.716597125606,2
340.716597125606,3
344.716597125606,4
352.716597125606,5
368.716597125606,6
398.133674635647,1
399.133674635647,2
401.133674635647,3
405.133674635647,4
413.133674635647,5
429.133674635647,6
