X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
199.932546187781,1
200.932546187781,2
202.932546187781,3
206.932546187781,4
214.932546187781,5
230.932546187781,6
262.932546187781,7
294.932546187781,8
296.368695711568,1
297.368695711568,2
299.368695711568,3
303.368695711568,4
311.368695711568,5
327.368695711568,6
339.541516997583,1
340.541516997583,2
342.541516997583,3
346.541516997583,4
354.541516997583,5
370.541516997583,6
383.115711583531,1
384.115711583531,2
386.115711583531,3
390.115711583531,4
398.115711583531,5
402.541516997583,7
405.280979764011,6
406.280979764011,7
