X,frankfurt_urban_n_vehicles.MA[0].tcpApp[0]/endToEndDelay:vector
31.714970785247,0.898767
32.525649583714,0.710679
33.583331662793,0.957682
165.563475592025,131.88
166.32588238919,0.662407
167.064678802853,0.638796
167.813177565016,0.648499
168.556960951739,0.643783
169.299827531925,0.642867
170.040523965135,0.640696
170.780740328225,0.640216
171.531858757179,0.651118
172.271204113777,0.639345
173.016841164227,0.645637
173.760695947811,0.643855
174.502757367937,0.642061
175.245317499548,0.64256
175.993154056909,0.647837
176.741215295868,0.648061
177.482123604497,0.640908
178.225465983969,0.643342
178.964162198382,0.638696
179.705614233076,0.641452
180.445561005478,0.639947
181.187795991072,0.642235
181.931920247822,0.644124
182.678085805572,0.646166
183.422750047035,0.644664
184.159707904782,0.636958
184.894894752204,0.635187
185.635488045997,0.640593
186.376477883203,0.64099
187.118887810435,0.64241
187.854928481273,0.636041
188.594548293134,0.63962
189.333089504908,0.638541
190.072274901899,0.639185
190.807808375618,0.635533
191.543542110307,0.635734
192.281137969048,0.637596
193.018319953433,0.637182
193.755258598175,0.636939
194.49474962046,0.639491
195.229909985298,0.63516
195.967865370109,0.637955
196.709206935134,0.641342
197.448016574188,0.63881
198.186513421241,0.638497
198.924093948012,0.637581
199.658844115966,0.63475
200.394387321652,0.635543
201.133521716531,0.639134
201.872704587539,0.639183
202.60716420327,0.63446
203.34521691555,0.638053
204.08169786426,0.636481
204.81768323757,0.635985
205.553962169941,0.636279
206.293523172883,0.639561
207.032383305783,0.63886
207.770808888623,0.638426
208.510235236821,0.639426
209.245129190525,0.634894
209.981683117355,0.636554
210.719777259371,0.638094
211.4598210151,0.640044
212.194778152843,0.634957
212.930113496217,0.635335
213.668103438058,0.63799
214.40635923266,0.638256
215.143967686896,0.637608
215.881543541315,0.637576
216.616077944439,0.634534
217.354398877549,0.638321
218.090530283029,0.636131
218.828541085226,0.638011
219.564570453851,0.636029
220.302326382976,0.637756
221.037485977046,0.63516
221.775172300246,0.637686
222.515074158767,0.639902
223.253363791303,0.63829
223.993043635188,0.63968
224.730474196217,0.637431
225.469389853011,0.638916
226.205396586487,0.636007
226.942643457165,0.637247
227.683425777992,0.640782
228.43097766248,0.647552
229.170195348208,0.639218
229.909208996572,0.639014
230.652218463003,0.643009
231.395353099482,0.643135
232.139162501674,0.643809
232.878479091281,0.639317
233.625331549772,0.646852
234.365854895138,0.640523
235.10665934494,0.640804
235.853310206416,0.646651
236.600980808523,0.647671
237.350514909394,0.649534
238.105521574955,0.655007
238.86287992613,0.657358
239.625608428995,0.662729
240.416403385272,0.690795
241.255298885924,0.738896
242.057586382462,0.702287
242.879907605243,0.722321
243.780440958345,0.800533
244.693754131425,0.813313
245.809567240707,1.01581
246.981370047499,1.0718
314.956707411974,67.8753
315.905680637838,0.848973
316.675170071368,0.669489
317.444946293204,0.669776
318.228959827402,0.684014
319.022575944448,0.693616
319.803790116417,0.681214
320.594011259623,0.690221
321.39668219415,0.702671
322.215235775492,0.718554
323.071917455026,0.756682
323.979798740001,0.807881
324.961335631992,0.881537
329.004139325717,3.9428
346.524267968901,17.4201
347.302379538061,0.678112
348.04177945866,0.6394
348.799265867303,0.657486
349.566751289938,0.667485
350.329938667103,0.663187
351.105965662462,0.676027
351.89407205746,0.688106
352.67536575238,0.681294
353.472771220224,0.697405
354.264891899682,0.692121
355.061561996396,0.69667
355.844631758058,0.68307
356.610273288179,0.665642
357.398049968199,0.687777
358.168196884236,0.670147
358.971957186499,0.70376
359.756103664507,0.684146
360.553828193198,0.697725
361.374532693364,0.720705
362.174035434849,0.699503
363.000065211599,0.72603
363.843769209904,0.743704
364.728915818921,0.785147
365.646172306599,0.817256
366.805177173344,1.059
368.343084888046,1.43791
403.518816342405,35.0757
404.535195358738,0.916379
405.457868335971,0.822673
406.379184129196,0.821316
407.306311533088,0.827127
408.258054404635,0.851743
409.332358556536,0.974304
410.261822388277,0.829464
411.206836360068,0.845014
412.155551301926,0.848715
413.093394413617,0.837843
414.036700331418,0.843306
414.986609873534,0.84991
415.928768409974,0.842159
416.876525234474,0.847757
417.829162776956,0.852638
418.84111846909,0.911956
419.867786689393,0.926668
421.004035848436,1.03625
422.230107620586,1.12607
423.641815635466,1.31171
