X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
199.318467980381,1
200.318467980381,2
202.318467980381,3
206.318467980381,4
214.318467980381,5
230.318467980381,6
262.318467980381,7
294.318467980381,8
295.412965646129,1
296.412965646129,2
298.412965646129,3
302.412965646129,4
310.412965646129,5
326.412965646129,6
338.332955582748,1
339.332955582748,2
341.332955582748,3
345.332955582748,4
353.332955582748,5
369.332955582748,6
