X,frankfurt_urban_n_vehicles.MA[5].idLayer/sequenceUpdateCa:vector
53.17691271089,1
53.67691271089,2
54.17691271089,3
54.67691271089,4
55.17691271089,5
55.67691271089,6
56.17691271089,7
56.67691271089,8
57.17691271089,9
57.67691271089,10
58.17691271089,11
58.67691271089,12
59.17691271089,13
59.67691271089,14
60.17691271089,15
60.67691271089,16
61.17691271089,17
61.67691271089,18
62.17691271089,19
62.67691271089,20
63.17691271089,21
63.67691271089,22
64.17691271089,23
64.67691271089,24
65.17691271089,25
65.67691271089,26
66.17691271089,27
66.67691271089,28
67.17691271089,29
