X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
200.412115044278,1
201.412115044278,2
203.412115044278,3
207.412115044278,4
215.412115044278,5
231.412115044278,6
263.412115044278,7
295.412115044278,8
297.778835866809,1
298.778835866809,2
300.778835866809,3
304.778835866809,4
312.778835866809,5
328.778835866809,6
338.654529463895,1
339.654529463895,2
341.654529463895,3
345.654529463895,4
353.654529463895,5
369.654529463895,6
401.654529463895,7
403.666583178979,1
404.666583178979,2
406.666583178979,3
410.666583178979,4
418.666583178979,5
434.666583178979,6
