X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
218.393267291376,1
219.393267291376,2
221.393267291376,3
225.393267291376,4
233.393267291376,5
249.393267291376,6
281.393267291376,7
298.619721825926,1
299.619721825926,2
301.619721825926,3
305.619721825926,4
313.619721825926,5
329.619721825926,6
347.054478410869,1
348.054478410869,2
350.054478410869,3
354.054478410869,4
362.054478410869,5
378.054478410869,6
405.482702985249,1
406.482702985249,2
408.482702985249,3
412.482702985249,4
420.482702985249,5
436.482702985249,6
