X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
204.51150248004,1
205.51150248004,2
207.51150248004,3
211.51150248004,4
219.51150248004,5
235.51150248004,6
267.51150248004,7
292.730155809722,1
293.730155809722,2
295.730155809722,3
299.730155809722,4
307.730155809722,5
323.730155809722,6
335.243270939019,1
336.243270939019,2
338.243270939019,3
342.243270939019,4
350.243270939019,5
366.243270939019,6
398.243270939019,7
404.149312361293,1
405.149312361293,2
407.149312361293,3
411.149312361293,4
419.149312361293,5
