X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
192.009907063149,1
193.009907063149,2
195.009907063149,3
199.009907063149,4
207.009907063149,5
223.009907063149,6
255.009907063149,7
287.009907063149,8
293.730123292363,1
294.730123292363,2
296.730123292363,3
300.730123292363,4
308.730123292363,5
324.730123292363,6
334.991978931241,1
335.991978931241,2
337.991978931241,3
341.991978931241,4
349.991978931241,5
365.991978931241,6
397.991978931241,7
399.1444864941,1
400.1444864941,2
402.1444864941,3
406.1444864941,4
414.1444864941,5
430.1444864941,6
