X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.126421580773,1
194.126421580773,2
196.126421580773,3
200.126421580773,4
208.126421580773,5
224.126421580773,6
256.126421580773,7
284.902239975156,1
285.902239975156,2
287.902239975156,3
291.902239975156,4
299.902239975156,5
315.902239975156,6
334.734603484457,1
335.734603484457,2
337.734603484457,3
341.734603484457,4
349.734603484457,5
365.734603484457,6
392.06889709196,1
393.06889709196,2
395.06889709196,3
399.06889709196,4
