X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
197.007794310493,1
198.007794310493,2
200.007794310493,3
204.007794310493,4
212.007794310493,5
228.007794310493,6
260.007794310493,7
290.593066082865,1
291.593066082865,2
293.593066082865,3
297.593066082865,4
305.593066082865,5
321.593066082865,6
334.867327318451,1
335.867327318451,2
337.867327318451,3
341.867327318451,4
349.867327318451,5
365.867327318451,6
397.867327318451,7
401.80036069195,1
402.80036069195,2
