X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcpApp[0]/endToEndDelay:vector
30.330306087478,0.0361549
30.376582956838,0.0362769
30.409274159848,0.0226912
30.465300548744,0.0460264
30.507521763126,0.0322212
30.557125706478,0.0396039
30.602992578713,0.0358669
30.655101545011,0.042109
30.698265714619,0.0331642
30.756226781265,0.0479611
30.815436847389,0.0492101
30.879530375547,0.0540935
30.960366831775,0.0708365
31.019773214031,0.0494064
31.064562252127,0.034789
31.124101241135,0.049539
31.172395354809,0.0382941
31.281763815354,0.0993685
31.325059954554,0.0332961
31.39719129625,0.0621313
31.450304188456,0.0431129
31.532965845747,0.0726617
31.578674703487,0.0357089
31.642492715535,0.053818
31.688146959501,0.0356542
31.764442883563,0.0662959
31.817060739412,0.0426179
31.869581538888,0.0425208
31.935870035379,0.0562885
32.023249551549,0.0773795
32.089428573526,0.056179
32.155830329222,0.0564018
32.236070060949,0.0702397
32.30330780638,0.0572377
32.352657128893,0.0393493
32.398214081421,0.035557
32.476849802319,0.0686357
32.55982981249,0.07298
32.652391603708,0.0825618
32.716720070807,0.0543285
33.831192324006,1.10447
34.017077825659,0.175886
35.163762708377,1.13668
35.251861184202,0.0780985
35.355360570718,0.0934994
35.441125408534,0.0757648
