X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.865299694496,1
194.865299694496,2
196.865299694496,3
200.865299694496,4
208.865299694496,5
224.865299694496,6
256.865299694496,7
288.865299694496,8
302.989340476984,1
303.989340476984,2
305.989340476984,3
309.989340476984,4
317.989340476984,5
333.989340476984,6
346.092865630625,1
347.092865630625,2
349.092865630625,3
353.092865630625,4
361.092865630625,5
377.092865630625,6
408.802788445762,1
409.802788445762,2
411.802788445762,3
415.802788445762,4
423.802788445762,5
439.802788445762,6
