X,frankfurt_urban_n_vehicles_mipv6.MA[7].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
202.985473491567,1
203.985473491567,2
205.985473491567,3
209.985473491567,4
217.985473491567,5
233.985473491567,6
265.985473491567,7
297.985473491567,8
302.722490175941,1
303.722490175941,2
305.722490175941,3
309.722490175941,4
317.722490175941,5
333.722490175941,6
347.941761195064,1
348.941761195064,2
350.941761195064,3
354.941761195064,4
362.941761195064,5
378.941761195064,6
410.941761195064,7
411.955359889481,1
412.955359889481,2
442.941761195064,8
