X,frankfurt_urban_n_vehicles.MA[5].idLayer/sequenceUpdateCa:vector
65.489286565047,1
209.146774791514,2
308.358746797913,3
347.310346495941,4
380.437675843427,5
380.937675843427,6
381.437675843427,7
381.655545915148,8
382.155545915148,9
382.655545915148,10
383.155545915148,11
383.655545915148,12
384.155545915148,13
384.655545915148,14
385.155545915148,15
385.655545915148,16
386.155545915148,17
386.655545915148,18
387.155545915148,19
387.655545915148,20
388.155545915148,21
388.655545915148,22
389.155545915148,23
389.655545915148,24
390.155545915148,25
390.655545915148,26
391.155545915148,27
391.655545915148,28
392.155545915148,29
392.655545915148,30
393.155545915148,31
393.655545915148,32
394.155545915148,33
394.655545915148,34
395.155545915148,35
395.655545915148,36
396.155545915148,37
396.655545915148,38
397.155545915148,39
397.655545915148,40
398.155545915148,41
398.655545915148,42
399.155545915148,43
399.655545915148,44
400.155545915148,45
400.655545915148,46
401.155545915148,47
401.655545915148,48
402.155545915148,49
402.655545915148,50
403.155545915148,51
403.655545915148,52
404.155545915148,53
404.655545915148,54
405.155545915148,55
405.655545915148,56
406.155545915148,57
406.655545915148,58
407.155545915148,59
407.655545915148,60
408.155545915148,61
408.655545915148,62
409.155545915148,63
411.172389746696,64
