X,frankfurt_urban_n_vehicles.MA[6].idLayer/sequenceUpdateCa:vector
80.973901535651,1
81.473901535651,2
81.973901535651,3
82.473901535651,4
82.973901535651,5
83.473901535651,6
83.973901535651,7
84.473901535651,8
84.973901535651,9
85.473901535651,10
85.973901535651,11
160.572589400651,12
293.285954766559,13
293.785954766559,14
294.285954766559,15
294.785954766559,16
295.285954766559,17
295.785954766559,18
296.285954766559,19
296.785954766559,20
297.285954766559,21
297.785954766559,22
298.285954766559,23
298.785954766559,24
299.285954766559,25
299.516801620226,26
340.832193252789,27
341.332193252789,28
401.466319298361,29
