X,frankfurt_urban_n_vehicles.MA[6].udpApp[0]/rcvdPkLifetime:vector
44.232685116288,0.699192
44.24872003271,0.685227
44.266504108981,0.693011
44.273445825475,0.669953
44.286300220285,0.672807
44.303508918959,0.650016
44.332057816528,0.668565
44.344771018737,0.611278
44.388127601577,0.644635
44.472220021893,0.658727
44.480258184312,0.596765
44.510258932069,0.616766
44.516367747719,0.612875
44.592945131135,0.679452
44.601045877263,0.637553
44.604921941467,0.631429
44.60779831453,0.624305
44.610056043435,0.586563
44.619822374283,0.586329
44.628848672791,0.585356
44.658554678695,0.605062
44.669735225728,0.596242
44.714461854336,0.590969
44.715763374412,0.58227
44.733278295086,0.549785
44.820492715563,0.617
44.844398287213,0.630905
44.862766024977,0.639273
45.007167307913,0.753674
45.010509113099,0.737016
45.015849436928,0.732356
45.016648469822,0.723155
45.017231502716,0.713738
45.020432307902,0.696939
45.023721425528,0.680228
45.02490797669,0.671415
45.026184009584,0.662691
45.028976324907,0.625483
45.033295217253,0.619802
45.066059689015,0.622567
45.068381028437,0.614888
45.146724951547,0.623232
45.19228731645,0.658794
45.200618776961,0.657126
45.207265001159,0.653772
45.211157384835,0.647664
45.253887926974,0.680395
45.259470643328,0.665978
45.315668528927,0.672175
45.317141156477,0.663648
45.384380331578,0.720887
45.386664401082,0.713171
45.389722525745,0.706229
45.425903421175,0.67241
45.446037170352,0.662544
45.449579814568,0.656087
45.533399020867,0.719906
45.539387102889,0.695894
45.588218011656,0.644725
45.624158874619,0.670666
45.635496551411,0.672004
45.789270194094,0.815777
45.808514643834,0.825022
45.809798545972,0.806306
45.811772672822,0.79828
45.820751587848,0.797259
45.821991327893,0.788498
45.828809396783,0.785316
45.830482523633,0.776989
45.888760106996,0.805267
45.896632384373,0.773139
46.008478728287,0.874986
46.081144963637,0.937652
46.096862499941,0.903369
46.098435648605,0.894943
46.099243797269,0.885751
46.13047244793,0.876979
46.167726568312,0.854234
46.178023705812,0.854531
46.215769946893,0.862277
46.218503738641,0.855011
46.261641918027,0.878149
46.265756379751,0.802263
46.304902039728,0.831409
46.308663857894,0.825171
46.31989214559,0.796399
46.321787614997,0.788295
46.33395347988,0.77046
46.353347696016,0.629855
46.367314766967,0.623822
46.414467308556,0.660974
46.42545682865,0.661964
46.430605950476,0.607113
46.454763751952,0.511271
46.46452767193,0.461035
46.46591873694,0.452426
46.46818280195,0.44469
46.508795626279,0.475303
46.529585232574,0.466092
46.601291871935,0.497799
46.606792123037,0.493299
46.67239665049,0.528904
46.67504907952,0.521556
46.696580488119,0.533087
46.698530493261,0.505037
46.707007156863,0.503514
46.709028292013,0.495535
46.715893617677,0.482401
46.725280287632,0.481787
46.756596519002,0.503103
46.758382267542,0.494889
46.759602402692,0.486109
46.760759537842,0.477267
46.79332026033,0.499827
46.798424012906,0.494931
46.803391093782,0.489898
46.809061113969,0.485568
46.812958440535,0.479465
46.814916910023,0.471424
46.816839068477,0.463346
46.818077226931,0.454584
46.819513385385,0.44602
46.834732090424,0.451239
46.867860099073,0.474367
46.907358584152,0.503866
47.029065433647,0.615572
47.069234658139,0.645742
47.069943909405,0.636451
47.070581160671,0.627088
47.072343966347,0.618851
47.07496238362,0.611469
47.078268497541,0.544775
47.097650551548,0.554158
47.119022354318,0.515529
47.122410359572,0.508917
47.137031943519,0.503539
47.143171735472,0.499679
47.191675534016,0.538183
47.240146928636,0.546654
47.252395347018,0.548902
47.256350242236,0.542857
47.25861449359,0.535121
47.261014400182,0.527521
47.274832065908,0.531339
47.276151317262,0.522658
47.278744568616,0.515252
47.326553307721,0.55306
47.337913110476,0.55442
47.342266902344,0.548774
47.352244104875,0.548751
47.357382659376,0.54389
47.358971933766,0.535479
47.393186994638,0.559694
47.405055019324,0.501562
47.428798548502,0.435306
47.431553845676,0.428061
47.437179435688,0.423686
47.479704349344,0.456211
47.486188803518,0.432696
47.491430026839,0.427937
47.513204083205,0.439711
47.520112795083,0.43662
47.52645048678,0.402957
47.52832809735,0.384835
47.529649753691,0.376157
47.550690824547,0.377198
47.558521589206,0.375029
47.559903908738,0.366411
47.569539300871,0.366046
47.572872176357,0.359379
47.629217863311,0.365725
47.63575900253,0.362266
47.679568160205,0.396075
47.722504550498,0.429012
47.8800851845,0.566592
47.88980780096,0.566315
47.890418130446,0.556925
47.910842482622,0.507349
48.001348245617,0.587855
48.014328025287,0.590835
48.015604372657,0.582111
48.025662628186,0.58217
48.027848975556,0.574356
48.050803722332,0.587311
48.055181013219,0.581688
48.06285229303,0.579359
48.065910059137,0.572417
48.073168175936,0.569675
48.07434520682,0.560852
48.122826959953,0.599334
48.144318215536,0.610825
48.160904964561,0.607412
48.16627277539,0.60278
48.177550866511,0.604058
48.193248981773,0.599756
48.212552379676,0.559059
48.22025454169,0.556762
48.235937914633,0.562445
48.307846449406,0.624353
48.310732377366,0.617239
48.346140453623,0.642647
48.348722826507,0.63523
48.353210312739,0.579717
48.359983202906,0.55649
48.456760746997,0.613268
48.463790021663,0.540297
48.474718753702,0.541226
48.526197928228,0.582705
48.598615930331,0.605123
48.604749380219,0.601256
48.610778596212,0.597286
48.661226493595,0.617733
48.663104044895,0.609611
48.709134507658,0.645641
48.802442711823,0.71895
48.803080123863,0.709587
48.832661658566,0.709169
48.83387544966,0.700382
48.8344138617,0.690921
48.906936254787,0.743443
48.968607321854,0.735114
48.984842249989,0.741349
48.997550350262,0.734057
49.030789600717,0.737297
49.035107838121,0.731615
49.148566113618,0.765073
49.158142542769,0.76465
49.170443795858,0.766951
49.219740341286,0.806247
49.305111154947,0.841618
49.307667947331,0.834175
49.308395394445,0.804902
49.363355923739,0.839863
49.376550161004,0.843057
49.377862608118,0.83437
49.391423349619,0.83793
49.398392903716,0.8049
49.433033954303,0.789541
49.441472467942,0.787979
49.447428307302,0.783935
49.448821760916,0.765329
49.458877228825,0.715384
49.463874590365,0.710382
49.467344521472,0.703851
49.495170632819,0.721678
49.518247461215,0.694754
49.523794724265,0.690302
49.53556312586,0.68207
49.541150226557,0.637657
49.561059236565,0.647566
49.565858873171,0.632366
49.570668586257,0.607176
49.587487911858,0.583995
49.601037755993,0.537545
49.602793929854,0.529301
49.6039986363,0.520506
49.650277359189,0.536784
49.652723524391,0.52923
49.684206304438,0.530713
49.68599446964,0.502501
49.696777361448,0.503284
49.711771361482,0.458278
49.716252487114,0.422759
49.721025241974,0.417532
49.752112249392,0.438619
49.758705738876,0.435213
49.774341748617,0.440849
49.778390170923,0.434897
49.779081643201,0.415589
49.785638878705,0.412146
49.793201794479,0.409709
49.986948259686,0.593455
49.996852450525,0.593359
50.042129000772,0.618636
50.045171270208,0.611678
50.075402427427,0.631909
50.152392563027,0.6889
50.153012058087,0.679519
50.153604553147,0.670112
50.191865696126,0.698373
50.192431191186,0.688938
50.23616569008,0.722673
50.238322968114,0.71483
50.245997178266,0.712504
50.302537258924,0.759044
50.316024963959,0.762532
50.330444698041,0.766952
50.331064203533,0.757571
50.349256570788,0.765764
50.353032491732,0.749539
50.356308016276,0.732815
50.358168434244,0.724675
50.375111362095,0.721618
50.431000196048,0.747507
50.433129271247,0.729636
50.440751402076,0.727258
50.446084818025,0.722592
50.499008255548,0.655515
50.528046955338,0.674554
50.533246348328,0.619753
50.545463503644,0.57197
50.55030885659,0.566816
50.585573851598,0.572081
50.588548851142,0.555056
50.590086366506,0.546593
50.601892793905,0.5184
50.60951925577,0.496026
50.610102775896,0.48661
50.676974934988,0.533482
50.693114761549,0.539622
50.718470730565,0.554978
50.74952229801,0.576029
50.757294317981,0.573801
50.817042483985,0.613549
50.825263738839,0.571771
50.825829267957,0.562336
50.858822227737,0.575329
50.861537534564,0.568045
50.866145648021,0.562653
50.943164589414,0.589672
50.976082892156,0.52259
51.074070817369,0.610578
51.078062910382,0.60457
51.08827831986,0.604785
51.205743101656,0.69225
51.223475448663,0.699982
51.229104786473,0.695612
51.231450877601,0.687958
51.234572219834,0.641079
51.251930069846,0.638437
51.346381408787,0.672888
51.351259136785,0.667766
51.355137419143,0.661644
51.37019472456,0.666702
51.372081654068,0.658589
51.372854203406,0.649361
51.37865987213,0.645167
51.39890918436,0.655416
51.409669896152,0.656177
51.45355865315,0.690066
51.46083637056,0.687343
51.488844523974,0.675351
51.48941007693,0.665917
51.496460025502,0.642967
51.497106578458,0.633614
51.514967225284,0.641474
51.524853397997,0.64136
51.531090613941,0.637598
51.532857411449,0.629364
51.538409349866,0.584916
51.543064810412,0.579572
51.555122275048,0.581629
51.568603849528,0.555111
51.574010308994,0.550517
51.57457586298,0.541083
51.737114638621,0.623622
51.741066708635,0.617574
51.746766549405,0.613274
51.789242443201,0.645749
51.819722666562,0.66623
51.848254145411,0.684761
51.854098665772,0.680606
51.860029323912,0.676536
51.941554095172,0.708061
51.945871364539,0.702378
51.996187848638,0.742695
52.015416138375,0.751923
52.016827711323,0.743335
52.018743298335,0.73525
52.023252945189,0.72976
52.023899518137,0.710406
52.028746296179,0.685253
52.032104691603,0.658612
52.043074044479,0.649581
52.104439059353,0.700946
52.168845620591,0.755353
52.229571569477,0.806079
52.402801341283,0.969308
52.403366931289,0.959874
52.406289111301,0.952796
52.408799716204,0.945307
52.411905219526,0.938412
52.418934955082,0.935442
52.422535458404,0.929042
52.51905185457,1.01556
52.532534592124,1.01904
52.53322618641,1.00973
52.552399325708,1.01891
52.554283044191,1.01079
52.623600614919,1.07011
52.624139213343,1.06065
52.631313292503,1.05782
52.640071319916,1.05658
52.648900450394,1.05541
52.673331373914,1.05984
52.677631442916,1.05414
52.69980261777,0.92631
52.706203591719,0.922711
52.706805194105,0.903312
52.709520511941,0.886027
52.733026762273,0.899534
52.767361407704,0.913868
52.78777335817,0.88428
52.788464960556,0.874972
52.79071127459,0.867218
52.797416067237,0.863923
52.80104944924,0.857556
52.801660055416,0.848167
52.803524258183,0.840031
52.82604805858,0.852555
52.841182132585,0.797689
52.842916222379,0.759423
52.845264844311,0.751772
52.846568466243,0.743075
52.849363162213,0.73587
52.854634675423,0.731142
52.857584059321,0.724091
52.949280412625,0.725787
52.960049513385,0.726556
52.966657047451,0.723164
52.9827992399,0.709306
53.0234039234,0.729911
53.026154149864,0.722661
53.054739940461,0.741247
53.070808362507,0.747315
53.073755297587,0.740262
53.077014715277,0.733522
53.081705180624,0.728212
53.092188923402,0.658696
53.143267891287,0.669775
53.156064885359,0.592572
53.226734269079,0.653241
53.368952950275,0.77546
53.369698573047,0.766206
53.383699865673,0.760207
53.388212556761,0.75472
53.391345692401,0.747853
53.45861704087,0.805124
53.466419605926,0.772927
53.467048231554,0.763555
53.541360716399,0.827868
53.567001918019,0.843509
53.569349825937,0.835857
53.573926951554,0.830434
53.57458257991,0.82109
53.594309613903,0.830817
53.632249103792,0.858756
53.638933248745,0.85544
53.735803456691,0.94231
53.787810442479,0.954317
53.803927820031,0.950435
53.804520455675,0.941027
53.809366122189,0.895873
53.813213966583,0.889721
53.819646773969,0.886154
53.821670409613,0.878177
53.825428853404,0.871936
53.826994489048,0.813501
53.832616123931,0.809123
53.851433527591,0.80794
53.86852728877,0.725034
53.91239624885,0.708903
53.920750345583,0.707257
53.922088525081,0.638595
53.924960722681,0.631468
53.946885648814,0.633393
53.947550286606,0.624057
53.965060407597,0.631567
54.003713028656,0.66022
54.069210459059,0.715717
54.10514136994,0.721648
54.108018891321,0.714526
54.110782174688,0.707289
54.21774142857,0.804248
54.223760932942,0.790268
54.231012648696,0.63752
54.237154259939,0.633661
54.238304903413,0.624812
54.264903421723,0.64141
54.292296967433,0.608804
54.306288208371,0.612795
54.308824498687,0.605331
54.325076703491,0.611584
54.345612092973,0.622119
54.375178589989,0.641686
54.375735235147,0.632242
54.42842600424,0.674933
54.524957929559,0.761465
54.530180286197,0.756687
54.590549092944,0.807056
54.59747300385,0.80398
54.600524445023,0.797031
54.613608326576,0.800115
54.614146976118,0.790654
54.676496266222,0.823003
54.690126879463,0.826634
54.693433520885,0.81994
54.699899227853,0.816406
54.71467207409,0.791179
54.811937981588,0.838445
54.81252163362,0.829029
54.885229368427,0.791736
54.915521294896,0.752028
54.918276524271,0.744783
54.922606562851,0.719114
54.929438215159,0.715945
54.932541123345,0.709048
54.957812757525,0.70432
54.981321093789,0.677828
55.029517386551,0.676024
55.050215527677,0.666722
55.058266669455,0.664774
55.090173696452,0.686681
55.109716766149,0.666224
55.112521154558,0.659028
55.11388780961,0.650395
55.135868299334,0.662375
55.311521510612,0.738028
55.319141753871,0.735649
55.500580813403,0.887088
55.502181992736,0.878689
55.505018898668,0.871526
55.506858556798,0.863366
55.507559214928,0.854066
55.508790873058,0.845298
55.509923531188,0.836431
55.511593744766,0.818101
55.52109372381,0.787601
55.579263593253,0.835771
