X,frankfurt_urban_n_vehicles_multi_radio.MA[6].idLayer/sequenceUpdateCa:vector
49.795468744995,1
50.045468744995,2
50.295468744995,3
50.545468744995,4
50.795468744995,5
51.045468744995,6
51.295468744995,7
56.917288020667,8
57.167288020667,9
57.417288020667,10
57.667288020667,11
57.917288020667,12
58.167288020667,13
58.417288020667,14
58.667288020667,15
