X,frankfurt_urban_n_vehicles_multi_radio.MA[9].idLayer/sequenceUpdateCa:vector
57.130026777546,1
57.380026777546,2
57.630026777546,3
57.880026777546,4
58.130026777546,5
58.380026777546,6
58.630026777546,7
58.880026777546,8
59.130026777546,9
59.380026777546,10
