X,frankfurt_urban_n_vehicles_multi_radio.MA[9].udp/rcvdPk:vector(packetBytes),frankfurt_urban_n_vehicles_multi_radio.MA[9].udpApp[0]/rcvdPk:vector(packetBytes)
51.897139368171,1032,1024
51.902883050292,1032,1024
51.947351117313,1032,1024
51.964164434285,1032,1024
51.96788040561,1032,1024
52.052730378159,1032,1024
52.055343685305,1032,1024
52.157170125288,1032,1024
52.161491377754,1032,1024
52.170822678055,1032,1024
52.173202519493,1032,1024
52.22538909424,1032,1024
52.258509325319,1032,1024
52.26301400712,1032,1024
52.269660931717,1032,1024
52.288519688907,1032,1024
52.318315094012,1032,1024
52.340504493385,1032,1024
52.390185925035,1032,1024
52.397966053275,1032,1024
52.423299344081,1032,1024
52.425997590309,1032,1024
52.429356719853,1032,1024
52.432721101335,1032,1024
52.436134763843,1032,1024
52.441005672579,1032,1024
52.45741836534,1032,1024
52.469135023364,1032,1024
52.496749193881,1032,1024
52.498077748507,1032,1024
52.505369669118,1032,1024
52.515045352521,1032,1024
52.523045111231,1032,1024
52.527985832052,1032,1024
52.544040551558,1032,1024
52.566638476078,1032,1024
52.574642761312,1032,1024
52.580952756957,1032,1024
52.581553722455,1032,1024
52.595440145869,1032,1024
52.604618382665,1032,1024
52.609532343173,1032,1024
52.611007321259,1032,1024
52.620969346776,1032,1024
52.657941284352,1032,1024
52.660952743294,1032,1024
52.669891705041,1032,1024
52.702218510353,1032,1024
52.705586530295,1032,1024
52.713042861097,1032,1024
52.716329483997,1032,1024
52.727707242447,1032,1024
52.730707991381,1032,1024
52.738109245828,1032,1024
52.743701260708,1032,1024
52.745032035033,1032,1024
52.750325985823,1032,1024
52.760147777005,1032,1024
52.766613590578,1032,1024
52.773305137855,1032,1024
52.778640177852,1032,1024
52.820881415942,1032,1024
52.825145778945,1032,1024
52.827029990087,1032,1024
52.832631139741,1032,1024
52.861396035894,1032,1024
52.866082447765,1032,1024
52.871421227134,1032,1024
52.890469281732,1032,1024
52.899778117812,1032,1024
52.901968915596,1032,1024
52.905490976755,1032,1024
52.910110324589,1032,1024
52.920164983995,1032,1024
52.92621634174,1032,1024
52.950487307938,1032,1024
52.95577836079,1032,1024
52.962352688622,1032,1024
52.971450397265,1032,1024
52.972015412041,1032,1024
