X,frankfurt_urban_n_vehicles_multi_radio.MA[0].udpApp[0]/rcvdPkLifetime:vector
30.299423523753,0.0149275
30.301005806724,0.00650977
30.309394981691,0.00489894
30.319394981691,0.00489894
30.331230981691,0.00673494
30.34109998169,0.00660394
30.368025719432,0.0235297
30.371063483904,0.0165674
30.373860775852,0.00936474
30.380321981691,0.00582594
30.390483981691,0.00598794
30.399394981691,0.00489894
30.411360999656,0.00686496
30.421707999657,0.00721196
30.431113999657,0.00661796
30.441256999655,0.00676096
30.449394999657,0.00489896
30.461117999656,0.00662196
30.470091999656,0.00559596
30.479394999657,0.00489896
30.489947999656,0.00545196
30.499394999657,0.00489896
30.509395017649,0.00489898
30.530950709539,0.0164547
30.531768037445,0.007272
30.539395017649,0.00489898
30.556179345555,0.0116833
30.561041361868,0.00654532
30.569925097356,0.00542906
30.582448017646,0.00795198
30.594472981568,0.00997694
30.599754617584,0.00525858
30.610358035599,0.005862
30.621010035598,0.006514
30.635612035595,0.011116
30.640920689561,0.00642465
30.650515035598,0.006019
30.661023035597,0.006527
30.669395035599,0.004899
30.679395035599,0.004899
30.689395035599,0.004899
30.701738044575,0.00724201
30.710484053557,0.00598801
30.719395053557,0.00489901
30.733355053557,0.00885901
30.739395053557,0.00489901
30.749395053557,0.00489901
30.763401474594,0.00890544
30.770412053557,0.00591601
30.782548053554,0.00805201
30.794664053556,0.010168
30.79994572548,0.00544969
30.811887071547,0.00739103
30.819395071549,0.00489903
30.829395071549,0.00489903
30.844012071549,0.00951603
30.849395071549,0.00489903
30.860830071548,0.00633403
30.870807071547,0.00631103
30.880191071548,0.00569503
30.896867763438,0.0123717
30.909699781419,0.0152037
30.910418181205,0.00592214
30.920335089528,0.00583905
30.930126540704,0.0056305
30.943826089526,0.00933005
30.952450089528,0.00795405
30.960947319598,0.00645128
30.970029089528,0.00553305
30.980434089528,0.00593805
30.990866089528,0.00637005
31.000317098544,0.00582106
31.01129810756,0.00680207
31.02040710756,0.00591107
31.029395107561,0.00489907
31.039395107561,0.00489907
31.049395107561,0.00489907
31.059395107561,0.00489907
31.07011910756,0.00562307
31.08039810756,0.00590207
31.09000210756,0.00550607
31.099395107561,0.00489907
31.114079125308,0.00958309
31.12164530455,0.00714927
31.130232125309,0.00573609
31.145506817199,0.0110108
31.150286125309,0.00579009
31.159395125309,0.00489909
31.170776125308,0.00628009
31.180011125308,0.00551509
31.194012125309,0.00951609
31.200953313282,0.00645727
31.209395142771,0.0048991
31.219395142771,0.0048991
31.23029914277,0.0058031
31.240867544671,0.00637151
31.252824142771,0.0083281
31.265551834661,0.0110558
31.269395142771,0.0048991
31.279395142771,0.0048991
31.289395142771,0.0048991
31.300187142771,0.0056911
31.310479159946,0.00598312
31.321797159945,0.00730112
31.329395159947,0.00489912
31.341730159946,0.00723412
31.351311159945,0.00681512
31.359395159947,0.00489912
31.371555159947,0.00705912
31.381393159947,0.00689712
31.390083159946,0.00558712
31.399395159947,0.00489912
31.410173176834,0.00567714
31.419395176835,0.00489914
31.429395176835,0.00489914
31.444655176834,0.0101591
31.450071972036,0.00557593
31.460489524726,0.00599349
31.48389617683,0.0194001
31.484713663922,0.0102176
31.491012459124,0.00651642
31.504021185136,0.00952515
31.511461500634,0.00696546
31.526270885327,0.0117748
31.529709193437,0.00521315
31.548388193432,0.0138922
31.550416193436,0.00592015
31.572120885327,0.0176248
31.575470885327,0.0109748
31.580689697131,0.00619366
31.590358193437,0.00586215
31.599548155385,0.00505212
31.609395209751,0.00489917
31.632455928604,0.0179599
31.633228448612,0.00873241
31.639395209751,0.00489917
31.649395209751,0.00489917
31.664344209749,0.00984817
31.672276037866,0.00778
31.679395209751,0.00489917
31.69152320975,0.00702717
31.7232024537,0.0187064
31.726126917667,0.0116309
31.7407814537,0.0162854
31.741535989734,0.00703995
31.754600225774,0.0101042
31.769100605951,0.0146046
31.769892914061,0.00539688
31.781896225775,0.00740019
31.791149225775,0.00665319
31.800412233646,0.00591619
31.815326933405,0.0108309
31.821006241515,0.0065102
31.831107680755,0.00661164
31.841163241514,0.0066672
31.852729241514,0.0082332
31.859395241515,0.0048992
31.872088391594,0.00759235
31.880861241513,0.0063652
31.889957241514,0.0054612
31.901766249239,0.00727021
31.909395256965,0.00489922
31.921703256964,0.00720722
31.936876948854,0.0123809
31.945856948855,0.0113609
31.959042948855,0.0145469
31.961737516077,0.00724148
31.974546256962,0.0100502
31.980345132293,0.00584909
31.991042256965,0.00654622
32.009742203106,0.0152462
32.015383093598,0.0108871
32.026014964014,0.0115189
32.029984272124,0.00548823
32.040970272125,0.00647423
32.051620872944,0.00712483
32.061433272124,0.00693723
32.070425272124,0.00592923
32.081687854507,0.00719182
32.107575978885,0.0130799
32.111323854863,0.00682782
32.120007286995,0.00551125
32.129395286995,0.00489925
32.13941097643,0.00491494
32.150857286994,0.00636125
32.160056286994,0.00556025
32.171689286993,0.00719325
32.179395286995,0.00489925
32.189395286995,0.00489925
32.200840899162,0.00634486
32.210268301577,0.00577226
32.222155153052,0.00765911
32.253202525239,0.0287065
32.2578306053,0.0233346
32.295901993467,0.041406
32.296584605301,0.0320886
32.299895217135,0.0253992
32.314225633905,0.0297296
32.319150633905,0.0246546
32.321335886177,0.0168398
32.326249194287,0.0117532
32.332255128532,0.00775909
32.342802942015,0.0083069
32.354409876257,0.00991384
32.3624038105,0.00790777
32.371969315879,0.00747328
32.392819942014,0.0183239
32.404544381633,0.0200483
32.423876021969,0.02938
32.426060302641,0.0215643
32.427246942977,0.0127509
32.431252251087,0.00675621
32.458989172085,0.0244931
32.460374812421,0.0158788
32.462094480195,0.00759844
32.470493330079,0.00599729
32.479980330079,0.00548429
32.490083330078,0.00558729
32.519559506007,0.0250635
32.523914814117,0.0194188
32.537534035872,0.023038
32.538072690112,0.0135767
32.543534652462,0.00903861
32.550916343983,0.0064203
32.560196343983,0.0057003
32.572157343981,0.0076613
32.587777035872,0.013281
32.591116343982,0.0066203
32.604444350786,0.00994831
32.610410326742,0.00591429
32.620155357588,0.00565932
32.634453357589,0.00995732
32.640473333545,0.00597729
32.651294357589,0.00679832
32.660603333544,0.00610729
32.684025693278,0.0195297
32.685372049479,0.010876
32.689395357589,0.00489932
