X,frankfurt_urban_n_vehicles_multi_radio.MA[5].idLayer/sequenceUpdateDa:vector
13.3,0
52.14855446875,1
52.15855446875,2
52.16855446875,3
52.17855446875,4
52.18855446875,5
52.19855446875,6
52.20855446875,7
52.21855446875,8
52.22855446875,9
52.23855446875,10
52.24855446875,11
52.25855446875,12
52.26855446875,13
52.27855446875,14
52.28855446875,15
52.29855446875,16
52.30855446875,17
52.31855446875,18
52.32855446875,19
52.33855446875,20
52.34855446875,21
52.35855446875,22
52.36855446875,23
52.37855446875,24
52.38855446875,25
52.39855446875,26
52.40855446875,27
52.41855446875,28
52.42855446875,29
52.43855446875,30
52.44855446875,31
52.45855446875,32
52.46855446875,33
52.47855446875,34
52.48855446875,35
52.49855446875,36
52.50855446875,37
52.51855446875,38
52.52855446875,39
52.53855446875,40
52.54855446875,41
52.55855446875,42
52.56855446875,43
52.57855446875,44
52.58855446875,45
52.59855446875,46
52.60855446875,47
52.61855446875,48
52.62855446875,49
52.63855446875,50
52.64855446875,51
52.65855446875,52
52.66855446875,53
52.67855446875,54
52.68855446875,55
52.69855446875,56
52.70855446875,57
52.71855446875,58
52.72855446875,59
52.73855446875,60
52.74855446875,61
52.75855446875,62
52.76855446875,63
52.77855446875,64
52.78855446875,65
52.79855446875,66
52.80855446875,67
52.81855446875,68
52.82855446875,69
52.83855446875,70
52.84855446875,71
52.85855446875,72
52.86855446875,73
52.87855446875,74
52.88855446875,75
52.89855446875,76
52.90855446875,77
52.91855446875,78
52.92855446875,79
52.93855446875,80
52.94855446875,81
52.95855446875,82
52.96855446875,83
52.97855446875,84
52.98855446875,85
52.99855446875,86
53.00855446875,87
53.01855446875,88
53.02855446875,89
53.03855446875,90
53.04855446875,91
53.05855446875,92
53.06855446875,93
53.07855446875,94
53.08855446875,95
53.09855446875,96
53.10855446875,97
53.11855446875,98
53.12855446875,99
53.13855446875,100
53.14855446875,101
53.15855446875,102
53.16855446875,103
53.17855446875,104
53.18855446875,105
53.19855446875,106
53.20855446875,107
53.21855446875,108
53.22855446875,109
53.23855446875,110
53.24855446875,111
53.25855446875,112
53.26855446875,113
53.27855446875,114
53.28855446875,115
53.29855446875,116
53.30855446875,117
53.31855446875,118
53.32855446875,119
53.33855446875,120
53.34855446875,121
53.35855446875,122
53.36855446875,123
53.37855446875,124
53.38855446875,125
53.39855446875,126
53.40855446875,127
53.41855446875,128
53.42855446875,129
53.43855446875,130
53.44855446875,131
53.45855446875,132
53.46855446875,133
53.47855446875,134
53.48855446875,135
53.49855446875,136
53.50855446875,137
53.51855446875,138
53.52855446875,139
53.53855446875,140
53.54855446875,141
53.55855446875,142
53.56855446875,143
53.57855446875,144
53.58855446875,145
53.59855446875,146
53.60855446875,147
53.61855446875,148
53.62855446875,149
53.63855446875,150
53.64855446875,151
53.65855446875,152
53.66855446875,153
53.67855446875,154
53.68855446875,155
53.69855446875,156
53.70855446875,157
53.71855446875,158
53.72855446875,159
53.73855446875,160
53.74855446875,161
53.75855446875,162
53.76855446875,163
53.77855446875,164
53.78855446875,165
53.79855446875,166
53.80855446875,167
53.81855446875,168
53.82855446875,169
53.83855446875,170
53.84855446875,171
53.85855446875,172
53.86855446875,173
53.87855446875,174
53.88855446875,175
53.89855446875,176
53.90855446875,177
53.91855446875,178
53.92855446875,179
53.93855446875,180
53.94855446875,181
53.95855446875,182
53.96855446875,183
53.97855446875,184
53.98855446875,185
53.99855446875,186
54.00855446875,187
54.01855446875,188
54.02855446875,189
54.03855446875,190
54.04855446875,191
54.05855446875,192
54.06855446875,193
54.07855446875,194
54.08855446875,195
54.09855446875,196
54.10855446875,197
54.11855446875,198
54.12855446875,199
54.13855446875,200
54.14855446875,201
54.15855446875,202
54.16855446875,203
54.17855446875,204
54.18855446875,205
54.19855446875,206
54.20855446875,207
54.21855446875,208
54.22855446875,209
54.23855446875,210
54.24855446875,211
54.25855446875,212
54.26855446875,213
54.27855446875,214
54.28855446875,215
54.29855446875,216
54.30855446875,217
54.31855446875,218
54.32855446875,219
54.33855446875,220
54.34855446875,221
54.35855446875,222
54.36855446875,223
54.37855446875,224
54.38855446875,225
54.39855446875,226
54.40855446875,227
54.41855446875,228
54.42855446875,229
54.43855446875,230
54.44855446875,231
54.45855446875,232
54.46855446875,233
54.47855446875,234
54.48855446875,235
54.49855446875,236
54.50855446875,237
54.51855446875,238
54.52855446875,239
54.53855446875,240
54.54855446875,241
54.55855446875,242
54.56855446875,243
54.57855446875,244
54.58855446875,245
54.59855446875,246
54.60855446875,247
54.61855446875,248
54.62855446875,249
54.63855446875,250
54.64855446875,251
54.65855446875,252
54.66855446875,253
54.67855446875,254
54.68855446875,255
54.69855446875,256
54.70855446875,257
54.71855446875,258
54.72855446875,259
54.73855446875,260
54.74855446875,261
54.75855446875,262
54.76855446875,263
54.77855446875,264
54.78855446875,265
54.79855446875,266
54.80855446875,267
54.81855446875,268
54.82855446875,269
54.83855446875,270
54.84855446875,271
54.85855446875,272
54.86855446875,273
54.87855446875,274
54.88855446875,275
54.89855446875,276
54.90855446875,277
54.91855446875,278
54.92855446875,279
54.93855446875,280
54.94855446875,281
54.95855446875,282
54.96855446875,283
54.97855446875,284
54.98855446875,285
54.99855446875,286
55.00855446875,287
55.01855446875,288
55.02855446875,289
55.03855446875,290
55.04855446875,291
55.05855446875,292
55.06855446875,293
55.07855446875,294
55.08855446875,295
55.09855446875,296
55.10855446875,297
55.11855446875,298
55.12855446875,299
55.13855446875,300
55.14855446875,301
55.15855446875,302
55.16855446875,303
55.17855446875,304
55.18855446875,305
55.19855446875,306
55.20855446875,307
55.21855446875,308
55.22855446875,309
55.23855446875,310
55.24855446875,311
55.25855446875,312
55.26855446875,313
55.27855446875,314
55.28855446875,315
55.29855446875,316
55.30855446875,317
55.31855446875,318
55.32855446875,319
55.33855446875,320
55.34855446875,321
55.35855446875,322
55.36855446875,323
55.37855446875,324
55.38855446875,325
55.39855446875,326
55.40855446875,327
55.41855446875,328
55.42855446875,329
55.43855446875,330
55.44855446875,331
55.45855446875,332
55.46855446875,333
55.47855446875,334
55.48855446875,335
55.49855446875,336
55.50855446875,337
55.51855446875,338
55.52855446875,339
55.53855446875,340
55.54855446875,341
55.55855446875,342
55.56855446875,343
55.57855446875,344
55.58855446875,345
55.59855446875,346
55.60855446875,347
55.61855446875,348
55.62855446875,349
55.63855446875,350
55.64855446875,351
55.65855446875,352
55.66855446875,353
55.67855446875,354
55.68855446875,355
55.69855446875,356
55.70855446875,357
55.71855446875,358
55.72855446875,359
55.73855446875,360
55.74855446875,361
55.75855446875,362
55.76855446875,363
55.77855446875,364
55.78855446875,365
55.79855446875,366
55.80855446875,367
55.81855446875,368
55.82855446875,369
55.83855446875,370
55.84855446875,371
55.85855446875,372
55.86855446875,373
55.87855446875,374
55.88855446875,375
55.89855446875,376
55.90855446875,377
55.91855446875,378
55.92855446875,379
55.93855446875,380
55.94855446875,381
55.95855446875,382
55.96855446875,383
55.97855446875,384
55.98855446875,385
55.99855446875,386
56.00855446875,387
56.01855446875,388
56.02855446875,389
56.03855446875,390
56.04855446875,391
56.05855446875,392
56.06855446875,393
56.07855446875,394
56.08855446875,395
56.09855446875,396
56.10855446875,397
56.11855446875,398
56.12855446875,399
56.13855446875,400
56.14855446875,401
56.15855446875,402
56.16855446875,403
56.17855446875,404
56.18855446875,405
56.19855446875,406
56.20855446875,407
56.21855446875,408
56.22855446875,409
56.23855446875,410
56.24855446875,411
56.25855446875,412
56.26855446875,413
56.27855446875,414
56.28855446875,415
56.29855446875,416
56.30855446875,417
56.31855446875,418
56.32855446875,419
56.33855446875,420
56.34855446875,421
56.35855446875,422
56.36855446875,423
56.37855446875,424
56.38855446875,425
56.39855446875,426
56.40855446875,427
56.41855446875,428
56.42855446875,429
56.43855446875,430
56.44855446875,431
56.45855446875,432
56.46855446875,433
56.47855446875,434
56.48855446875,435
56.49855446875,436
56.50855446875,437
56.51855446875,438
56.52855446875,439
56.53855446875,440
56.54855446875,441
56.55855446875,442
56.56855446875,443
56.57855446875,444
56.58855446875,445
56.59855446875,446
56.60855446875,447
56.61855446875,448
56.62855446875,449
56.63855446875,450
56.64855446875,451
56.65855446875,452
56.66855446875,453
56.67855446875,454
56.68855446875,455
56.69855446875,456
56.70855446875,457
56.71855446875,458
56.72855446875,459
56.73855446875,460
56.74855446875,461
56.75855446875,462
56.76855446875,463
56.77855446875,464
56.78855446875,465
56.79855446875,466
56.80855446875,467
56.81855446875,468
56.82855446875,469
56.83855446875,470
56.84855446875,471
56.85855446875,472
56.86855446875,473
56.87855446875,474
56.88855446875,475
56.89855446875,476
56.90855446875,477
56.91855446875,478
56.92855446875,479
56.93855446875,480
56.94855446875,481
56.95855446875,482
56.96855446875,483
56.97855446875,484
56.98855446875,485
56.99855446875,486
57.00855446875,487
57.01855446875,488
57.02855446875,489
57.03855446875,490
57.04855446875,491
57.05855446875,492
57.06855446875,493
57.07855446875,494
57.08855446875,495
57.09855446875,496
57.10855446875,497
57.11855446875,498
57.12855446875,499
57.13855446875,500
57.14855446875,501
57.15855446875,502
57.16855446875,503
57.17855446875,504
57.18855446875,505
57.19855446875,506
57.20855446875,507
57.21855446875,508
57.22855446875,509
57.23855446875,510
57.24855446875,511
57.25855446875,512
57.26855446875,513
57.27855446875,514
57.28855446875,515
57.29855446875,516
57.30855446875,517
57.31855446875,518
57.32855446875,519
57.33855446875,520
57.34855446875,521
57.35855446875,522
57.36855446875,523
57.37855446875,524
57.38855446875,525
57.39855446875,526
57.40855446875,527
57.41855446875,528
57.42855446875,529
57.43855446875,530
57.44855446875,531
57.45855446875,532
57.46855446875,533
57.47855446875,534
57.48855446875,535
57.49855446875,536
57.50855446875,537
57.51855446875,538
57.52855446875,539
57.53855446875,540
57.54855446875,541
57.55855446875,542
57.56855446875,543
57.57855446875,544
57.58855446875,545
57.59855446875,546
57.60855446875,547
57.61855446875,548
57.62855446875,549
57.63855446875,550
57.64855446875,551
57.65855446875,552
57.66855446875,553
57.67855446875,554
57.68855446875,555
57.69855446875,556
57.70855446875,557
57.71855446875,558
57.72855446875,559
57.73855446875,560
57.74855446875,561
57.75855446875,562
57.76855446875,563
57.77855446875,564
57.78855446875,565
57.79855446875,566
57.80855446875,567
57.81855446875,568
57.82855446875,569
57.83855446875,570
57.84855446875,571
57.85855446875,572
57.86855446875,573
57.87855446875,574
57.88855446875,575
57.89855446875,576
57.90855446875,577
57.91855446875,578
57.92855446875,579
57.93855446875,580
57.94855446875,581
57.95855446875,582
57.96855446875,583
57.97855446875,584
57.98855446875,585
57.99855446875,586
58.00855446875,587
58.01855446875,588
58.02855446875,589
58.03855446875,590
58.04855446875,591
58.05855446875,592
58.06855446875,593
58.07855446875,594
58.08855446875,595
58.09855446875,596
58.10855446875,597
58.11855446875,598
58.12855446875,599
58.13855446875,600
58.14855446875,601
58.15855446875,602
58.16855446875,603
58.17855446875,604
58.18855446875,605
58.19855446875,606
58.20855446875,607
58.21855446875,608
58.22855446875,609
58.23855446875,610
58.24855446875,611
58.25855446875,612
58.26855446875,613
58.27855446875,614
58.28855446875,615
58.29855446875,616
58.30855446875,617
58.31855446875,618
58.32855446875,619
58.33855446875,620
58.34855446875,621
58.35855446875,622
58.36855446875,623
58.37855446875,624
58.38855446875,625
58.39855446875,626
58.40855446875,627
58.41855446875,628
58.42855446875,629
58.43855446875,630
58.44855446875,631
58.45855446875,632
58.46855446875,633
58.47855446875,634
58.48855446875,635
58.49855446875,636
58.50855446875,637
58.51855446875,638
58.52855446875,639
58.53855446875,640
58.54855446875,641
58.55855446875,642
58.56855446875,643
58.57855446875,644
58.58855446875,645
58.59855446875,646
58.60855446875,647
58.61855446875,648
58.62855446875,649
58.63855446875,650
58.64855446875,651
58.65855446875,652
58.66855446875,653
58.67855446875,654
58.68855446875,655
58.69855446875,656
58.70855446875,657
58.71855446875,658
58.72855446875,659
58.73855446875,660
58.74855446875,661
58.75855446875,662
58.76855446875,663
58.77855446875,664
58.78855446875,665
58.79855446875,666
58.80855446875,667
58.81855446875,668
58.82855446875,669
58.83855446875,670
58.84855446875,671
58.85855446875,672
58.86855446875,673
58.87855446875,674
58.88855446875,675
58.89855446875,676
58.90855446875,677
58.91855446875,678
58.92855446875,679
58.93855446875,680
58.94855446875,681
58.95855446875,682
58.96855446875,683
58.97855446875,684
58.98855446875,685
58.99855446875,686
59.00855446875,687
59.01855446875,688
59.02855446875,689
59.03855446875,690
59.04855446875,691
59.05855446875,692
59.06855446875,693
59.07855446875,694
59.08855446875,695
59.09855446875,696
59.10855446875,697
59.11855446875,698
59.12855446875,699
59.13855446875,700
59.14855446875,701
59.15855446875,702
59.16855446875,703
59.17855446875,704
59.18855446875,705
59.19855446875,706
59.20855446875,707
59.21855446875,708
59.22855446875,709
59.23855446875,710
59.24855446875,711
59.25855446875,712
59.26855446875,713
59.27855446875,714
59.28855446875,715
59.29855446875,716
59.30855446875,717
59.31855446875,718
59.32855446875,719
59.33855446875,720
59.34855446875,721
59.35855446875,722
59.36855446875,723
59.37855446875,724
59.38855446875,725
59.39855446875,726
59.40855446875,727
59.41855446875,728
