X,frankfurt_urban_n_vehicles_multi_radio.MA[1].idLayer/sequenceUpdateCa:vector
35.72900858355,1
35.97900858355,2
36.22900858355,3
36.47900858355,4
36.72900858355,5
56.682934052729,6
56.932934052729,7
57.182934052729,8
57.432934052729,9
57.682934052729,10
57.932934052729,11
58.182934052729,12
58.432934052729,13
