X,frankfurt_urban_n_vehicles_multi_radio.MA[6].udp/rcvdPk:vector(packetBytes),frankfurt_urban_n_vehicles_multi_radio.MA[6].udpApp[0]/rcvdPk:vector(packetBytes)
45.448049016949,1032,1024
45.453214501195,1032,1024
45.474200128704,1032,1024
45.547300863801,1032,1024
45.562967834837,1032,1024
45.586245082722,1032,1024
45.686388252151,1032,1024
45.692630279997,1032,1024
45.698778321268,1032,1024
45.720072546725,1032,1024
45.731631856757,1032,1024
45.763078589939,1032,1024
45.867372793709,1032,1024
45.917350115221,1032,1024
45.923214819959,1032,1024
45.924921652882,1032,1024
45.938240994094,1032,1024
45.950991403236,1032,1024
45.956803670844,1032,1024
45.963039216917,1032,1024
46.134939665109,1032,1024
46.136225273729,1032,1024
46.136997449805,1032,1024
46.14650867966,1032,1024
46.150397760901,1032,1024
46.231370577891,1032,1024
46.234067626257,1032,1024
46.277904202821,1032,1024
46.294753745944,1032,1024
46.302997291616,1032,1024
46.386733311027,1032,1024
46.408590279316,1032,1024
46.424092138185,1032,1024
46.435799982083,1032,1024
46.535802691932,1032,1024
46.616128758102,1032,1024
46.62281488791,1032,1024
46.647298509919,1032,1024
46.647854736509,1032,1024
46.648996963099,1032,1024
46.744392422155,1032,1024
47.107484208194,1032,1024
47.112640935672,1032,1024
47.113863581998,1032,1024
47.115176228324,1032,1024
47.1169819997,1032,1024
47.136344107769,1032,1024
47.148432710674,1032,1024
47.367421749873,1032,1024
47.384253468478,1032,1024
47.407803587683,1032,1024
47.53813997656,1032,1024
47.617180536183,1032,1024
47.617754861241,1032,1024
47.669517563756,1032,1024
47.714561026757,1032,1024
47.716422024179,1032,1024
47.847636425004,1032,1024
47.84824676835,1032,1024
47.850282068948,1032,1024
47.868088521444,1032,1024
47.985918966067,1032,1024
48.001905166132,1032,1024
48.041368472843,1032,1024
48.051196010612,1032,1024
48.070062313793,1032,1024
48.078688803728,1032,1024
48.107885173116,1032,1024
48.115874978181,1032,1024
48.14558661636,1032,1024
48.201558324846,1032,1024
48.250657583604,1032,1024
48.252697537011,1032,1024
48.264576371312,1032,1024
48.339924610033,1032,1024
48.360435567503,1032,1024
48.362518190549,1032,1024
48.430462738395,1032,1024
48.485018958753,1032,1024
48.509797057717,1032,1024
48.672270458582,1032,1024
48.676689792124,1032,1024
48.761552111267,1032,1024
49.42308570093,1032,1024
49.430660210101,1032,1024
49.512785601602,1032,1024
49.515200473447,1032,1024
49.694198078421,1032,1024
49.717471715099,1032,1024
49.753005576584,1032,1024
50.561672314742,1032,1024
50.590192518638,1032,1024
50.674019415295,1032,1024
50.685095190669,1032,1024
50.706849046167,1032,1024
50.714695396265,1032,1024
50.718113581407,1032,1024
50.720673724044,1032,1024
50.748745665868,1032,1024
50.757486460063,1032,1024
50.774466235107,1032,1024
51.35469974659,1032,1024
51.357578305862,1032,1024
51.36133261825,1032,1024
51.40223595773,1032,1024
51.441978179078,1032,1024
51.45170167433,1032,1024
51.461854944402,1032,1024
51.468108774226,1032,1024
51.477889292862,1032,1024
51.483213078444,1032,1024
51.52813435856,1032,1024
51.568449015393,1032,1024
51.575571245009,1032,1024
51.583380036053,1032,1024
51.59430091715,1032,1024
51.662110642342,1032,1024
51.687847110316,1032,1024
51.692460013923,1032,1024
51.704312757962,1032,1024
51.705614503234,1032,1024
51.710593685357,1032,1024
51.756892349185,1032,1024
51.80505610092,1032,1024
51.828019074336,1032,1024
51.843101833188,1032,1024
51.858477510039,1032,1024
51.862782043632,1032,1024
51.871659245324,1032,1024
51.874814937837,1032,1024
51.893851311364,1032,1024
51.909663245726,1032,1024
51.91787934623,1032,1024
51.955226607306,1032,1024
51.959387411677,1032,1024
51.963510121182,1032,1024
51.995626597441,1032,1024
52.051010619133,1032,1024
52.184165959057,1032,1024
52.187012571127,1032,1024
52.187614159665,1032,1024
52.190978336741,1032,1024
52.194246959057,1032,1024
52.276519674199,1032,1024
52.279986258956,1032,1024
52.280695852044,1032,1024
52.308808280542,1032,1024
52.313063340917,1032,1024
52.338664314842,1032,1024
52.380474248183,1032,1024
