X,frankfurt_urban_n_vehicles_multi_radio.MA[7].udp/rcvdPk:vector(packetBytes),frankfurt_urban_n_vehicles_multi_radio.MA[7].udpApp[0]/rcvdPk:vector(packetBytes)
47.351465478661,1032,1024
47.35526860868,1032,1024
47.364208592576,1032,1024
47.392725398332,1032,1024
47.506945903724,1032,1024
47.665010851074,1032,1024
47.717783804543,1032,1024
47.754871440685,1032,1024
47.83212103271,1032,1024
47.834543385098,1032,1024
47.846300088723,1032,1024
47.849576456891,1032,1024
47.85147219075,1032,1024
47.861605813527,1032,1024
47.914958677811,1032,1024
47.994161359498,1032,1024
48.005289436539,1032,1024
48.013815733752,1032,1024
48.032959926043,1032,1024
48.037581449195,1032,1024
48.048897963622,1032,1024
48.05446072101,1032,1024
48.067256743043,1032,1024
48.07195679906,1032,1024
48.076855809873,1032,1024
48.088277279098,1032,1024
48.113945569425,1032,1024
48.118179533344,1032,1024
48.155411862219,1032,1024
48.191740196365,1032,1024
48.196940797374,1032,1024
48.200123671862,1032,1024
48.208113995276,1032,1024
48.208697102368,1032,1024
48.209901881196,1032,1024
48.243557459642,1032,1024
48.24826074102,1032,1024
48.251424415554,1032,1024
48.361022409251,1032,1024
48.361844401662,1032,1024
48.368440095013,1032,1024
48.441784876626,1032,1024
48.462004094946,1032,1024
48.463244224696,1032,1024
48.467406882823,1032,1024
48.495549830525,1032,1024
48.572666346056,1032,1024
48.574747878506,1032,1024
48.579616973874,1032,1024
48.677384662294,1032,1024
48.680099541332,1032,1024
48.846429420904,1032,1024
48.848141203446,1032,1024
49.427576041586,1032,1024
49.436822779171,1032,1024
49.492898913843,1032,1024
49.509440131838,1032,1024
49.516506181235,1032,1024
49.517495965926,1032,1024
49.51827720884,1032,1024
49.747797997392,1032,1024
50.557443083024,1032,1024
50.567393884879,1032,1024
50.631844401662,1032,1024
50.635825023086,1032,1024
50.64602250615,1032,1024
50.650481459981,1032,1024
50.661242446784,1032,1024
50.719427681347,1032,1024
50.722528315742,1032,1024
50.744404965397,1032,1024
50.748025375849,1032,1024
50.76041483005,1032,1024
50.775053264781,1032,1024
51.348542107793,1032,1024
51.350602668785,1032,1024
51.359425561178,1032,1024
51.366085796827,1032,1024
51.392544606945,1032,1024
51.40093606961,1032,1024
51.404951075646,1032,1024
51.424047555653,1032,1024
51.424684950475,1032,1024
51.426006380918,1032,1024
51.432687322865,1032,1024
51.448010813924,1032,1024
51.465736554419,1032,1024
51.479457359948,1032,1024
51.485661822715,1032,1024
51.526861446576,1032,1024
51.569117087717,1032,1024
51.587795097079,1032,1024
51.621977418901,1032,1024
51.628814247773,1032,1024
51.666915556591,1032,1024
51.670057945617,1032,1024
51.685264199701,1032,1024
51.701144619928,1032,1024
51.70306681716,1032,1024
51.706957607709,1032,1024
51.768957283242,1032,1024
51.806829649167,1032,1024
51.81100311921,1032,1024
51.811685541818,1032,1024
51.816660537454,1032,1024
51.830363856251,1032,1024
51.835094224201,1032,1024
51.861699472099,1032,1024
51.866281895768,1032,1024
51.87720763248,1032,1024
51.881096671158,1032,1024
51.899725393744,1032,1024
51.916084430845,1032,1024
51.957261303058,1032,1024
52.094628467972,1032,1024
52.102066371487,1032,1024
52.103244816321,1032,1024
52.117742609149,1032,1024
52.118497053983,1032,1024
52.152743846496,1032,1024
52.15339929133,1032,1024
52.15796481486,1032,1024
52.163828846496,1032,1024
52.171473367627,1032,1024
52.236526380165,1032,1024
52.239134982471,1032,1024
52.256757193381,1032,1024
52.261024104682,1032,1024
52.268757252265,1032,1024
52.287761009455,1032,1024
52.31682017143,1032,1024
52.341164203419,1032,1024
52.386321551647,1032,1024
52.388167093358,1032,1024
52.397369363657,1032,1024
52.402333009639,1032,1024
52.411572407789,1032,1024
52.427233310398,1032,1024
52.428041777434,1032,1024
52.43480006417,1032,1024
52.439400972906,1032,1024
52.445140167638,1032,1024
52.458717619339,1032,1024
52.461792688275,1032,1024
52.502845454881,1032,1024
52.507827873159,1032,1024
52.519415615856,1032,1024
52.539549761875,1032,1024
52.543479841989,1032,1024
52.55045518924,1032,1024
52.568410206063,1032,1024
52.571879538511,1032,1024
52.592546449012,1032,1024
52.60900762391,1032,1024
52.617062017521,1032,1024
52.660347024031,1032,1024
52.667973724038,1032,1024
52.702869259524,1032,1024
52.71048135855,1032,1024
52.717863233168,1032,1024
52.727119513692,1032,1024
52.729967262626,1032,1024
52.737359517073,1032,1024
52.738750994999,1032,1024
52.742548260945,1032,1024
52.752973521045,1032,1024
52.753539008487,1032,1024
52.767228339749,1032,1024
52.775358158034,1032,1024
52.781007198031,1032,1024
52.818971397795,1032,1024
52.826361252008,1032,1024
52.830146748582,1032,1024
52.831513242428,1032,1024
52.859086017747,1032,1024
52.864900669422,1032,1024
52.886085441876,1032,1024
52.888487979335,1032,1024
52.895398094209,1032,1024
52.900518879415,1032,1024
52.904255188898,1032,1024
52.909441577378,1032,1024
52.910770092216,1032,1024
52.973597574618,1032,1024
52.977200378425,1032,1024
52.979289331071,1032,1024
52.991001734641,1032,1024
52.9932313599,1032,1024
52.993787859962,1032,1024
52.995622646262,1032,1024
53.002166814366,1032,1024
53.011025145174,1032,1024
53.034908240552,1032,1024
53.068184801584,1032,1024
53.127038384505,1032,1024
53.148287800176,1032,1024
53.154354208673,1032,1024
53.204357124298,1032,1024
53.278859884146,1032,1024
53.30348584937,1032,1024
53.313369313489,1032,1024
53.313925836493,1032,1024
53.328243929244,1032,1024
53.343063666401,1032,1024
53.34536223168,1032,1024
53.373202191913,1032,1024
53.426451304181,1032,1024
53.468955832445,1032,1024
53.48797506992,1032,1024
53.538807054554,1032,1024
53.604203182205,1032,1024
53.717776681894,1032,1024
53.723535801797,1032,1024
53.725854698761,1032,1024
53.860347108922,1032,1024
54.384979920868,1032,1024
54.387066535312,1032,1024
