X,frankfurt_urban_n_vehicles_multi_radio.MA[4].idLayer/sequenceUpdateDa:vector
10.7,0
43.721948405317,1
43.731948405317,2
43.741948405317,3
43.751948405317,4
43.761948405317,5
43.771948405317,6
43.781948405317,7
43.791948405317,8
43.801948405317,9
43.811948405317,10
43.821948405317,11
43.831948405317,12
43.841948405317,13
43.851948405317,14
43.861948405317,15
43.871948405317,16
43.881948405317,17
43.891948405317,18
43.901948405317,19
43.911948405317,20
43.921948405317,21
43.931948405317,22
43.941948405317,23
43.951948405317,24
43.961948405317,25
43.971948405317,26
43.981948405317,27
43.991948405317,28
44.001948405317,29
44.011948405317,30
44.021948405317,31
44.031948405317,32
44.041948405317,33
44.051948405317,34
44.061948405317,35
44.071948405317,36
44.081948405317,37
44.091948405317,38
44.101948405317,39
44.111948405317,40
44.121948405317,41
44.131948405317,42
44.141948405317,43
44.151948405317,44
44.161948405317,45
44.171948405317,46
44.181948405317,47
44.191948405317,48
44.201948405317,49
44.211948405317,50
44.221948405317,51
44.231948405317,52
44.241948405317,53
44.251948405317,54
44.261948405317,55
44.271948405317,56
44.281948405317,57
44.291948405317,58
44.301948405317,59
44.311948405317,60
44.321948405317,61
44.331948405317,62
44.341948405317,63
44.351948405317,64
44.361948405317,65
44.371948405317,66
44.381948405317,67
44.391948405317,68
44.401948405317,69
44.411948405317,70
44.421948405317,71
44.431948405317,72
44.441948405317,73
44.451948405317,74
44.461948405317,75
44.471948405317,76
44.481948405317,77
44.491948405317,78
44.501948405317,79
44.511948405317,80
44.521948405317,81
