X,frankfurt_urban_n_vehicles_multi_radio.MA[7].idLayer/sequenceUpdateCa:vector
57.401844401662,1
57.651844401662,2
57.901844401662,3
58.151844401662,4
58.401844401662,5
58.651844401662,6
58.901844401662,7
59.151844401662,8
59.401844401662,9
