X,frankfurt_urban_n_vehicles_multi_radio.MA[2].udpApp[0]/rcvdPkLifetime:vector
34.278798231685,0.0736889
34.279579249141,0.0644699
34.282697556205,0.0575882
34.287536029062,0.0524267
34.288909471974,0.0438001
34.291869455638,0.0367601
34.339240816771,0.0741315
34.342682724071,0.0675734
34.344101194391,0.0589919
34.347724671146,0.0526153
34.350464578446,0.0453553
34.389863652269,0.0747543
34.433859537531,0.10875
34.437607888778,0.102499
34.454112650957,0.109003
34.454695699993,0.0995864
34.455898197303,0.0907889
34.498152415578,0.123043
34.500498362553,0.115389
34.503765886418,0.108657
34.514049495158,0.10894
34.576061650672,0.160952
34.582696303582,0.157587
34.599484395872,0.164375
34.602810943292,0.157702
34.607963813201,0.152854
34.617828582767,0.152719
34.62864513271,0.153536
34.636174602507,0.151065
34.661842509153,0.166733
34.663352588927,0.158243
34.665812668701,0.150703
34.673559158978,0.14845
34.724973382682,0.189864
34.729015502619,0.183906
34.732260855396,0.177152
34.750919092076,0.18581
34.800359331702,0.22525
34.801771441252,0.216662
34.814729489607,0.21962
34.816076090315,0.210967
34.819213691023,0.204104
34.821088800573,0.195979
34.83784364167,0.202734
34.843707666127,0.198598
34.883255279948,0.228146
34.8862766957,0.221167
34.889846296408,0.214737
34.892442841134,0.207334
34.910343707803,0.215234
34.926466710304,0.221357
34.927040834458,0.211932
34.931031919026,0.205923
34.989661710304,0.254552
34.994822293556,0.249713
34.99932821162,0.244219
35.00091784924,0.235809
35.004243849514,0.229135
35.040327640926,0.255218
35.047659050667,0.25255
35.050237217827,0.245128
35.052078867597,0.23697
35.059932545982,0.234823
35.062579070293,0.22747
35.063871720063,0.218762
35.072188802197,0.217079
35.094273669269,0.229164
35.097906319039,0.222797
35.131995570987,0.246886
35.132596723743,0.237487
35.138994710274,0.233885
35.146426508007,0.231317
35.147873660763,0.222764
35.148654813519,0.213545
35.159978244155,0.214869
35.17483356714,0.219724
35.182491222448,0.217382
35.186872034498,0.211763
35.251714818688,0.266605
35.265597288442,0.270488
35.271469515634,0.26636
35.272861212582,0.257752
35.324982629199,0.299873
35.329891529496,0.294782
35.334347614412,0.289238
35.341477254105,0.286368
35.343534973971,0.278426
35.347823239318,0.272714
35.41918532852,0.334076
35.419804522454,0.324695
35.421512716388,0.316403
35.422843270839,0.307734
35.424208013209,0.299099
35.428067949512,0.292959
35.450065301696,0.304956
35.452830153803,0.297721
35.484231605366,0.319122
35.4857067993,0.310597
35.513452659655,0.328343
35.518646122681,0.323537
35.530839350644,0.32573
35.533357115138,0.318248
35.609595227914,0.384486
35.641260922545,0.406152
35.643375143017,0.398266
35.643949363489,0.38884
35.644514583961,0.379405
35.646240806622,0.371131
35.669523784674,0.384414
35.680814650735,0.385705
35.745309541494,0.4402
35.779298466357,0.464189
35.788348575602,0.463239
35.791330809008,0.456221
35.83073099197,0.485622
35.854684736083,0.499575
35.863406320921,0.498297
35.872174648288,0.497065
35.909436542398,0.524327
35.91023580105,0.515126
35.943773265031,0.538664
35.948084434772,0.532975
35.952383283396,0.527274
35.955998844802,0.52089
35.961466133547,0.516357
35.984684465787,0.529575
35.990070230538,0.524961
36.002952660599,0.527843
36.076597805196,0.591488
36.07789967385,0.58279
36.079165542504,0.574056
36.081896668509,0.566787
36.090837095211,0.565728
36.097868975295,0.56276
36.101968678273,0.556859
36.129227607788,0.574118
36.132783495969,0.567674
36.136568474332,0.561459
36.144021283294,0.548912
36.146492474332,0.541383
36.148523368398,0.533414
36.176601002766,0.551492
36.18050249597,0.535393
36.186497869309,0.531389
36.187144152469,0.522035
36.194349917157,0.519241
36.209269030172,0.52416
36.249795493464,0.504686
36.25121578855,0.496106
36.251943083636,0.486834
36.254282247458,0.479173
36.260409067963,0.4753
36.262462975277,0.467354
36.295917881236,0.490809
36.378550512206,0.513441
36.381262745058,0.506153
36.381900051854,0.496791
36.38504421643,0.479935
36.394186163598,0.479077
36.416436131016,0.481327
36.417964449336,0.472855
36.454409886778,0.499301
36.458283841738,0.493175
36.464007982986,0.488899
36.467766933223,0.482658
36.47408133257,0.478972
36.502960928334,0.497852
36.518789382045,0.44368
36.556132073663,0.471023
36.569799566432,0.47469
36.576918548654,0.471809
36.583308776786,0.468199
36.585636372104,0.460527
36.586201701794,0.451092
36.602820826651,0.457712
36.605171806705,0.450062
36.629100793734,0.463991
36.652210724209,0.477101
36.655176916579,0.470068
36.690113782737,0.495004
36.699128259245,0.494019
36.702199251042,0.48709
36.703438248326,0.478329
36.744755197816,0.509646
36.753638165434,0.508529
36.762491044103,0.507382
36.771735975169,0.506627
36.782755732823,0.507646
36.795347950289,0.510239
36.796811947573,0.501703
36.798284944857,0.493176
36.809941790435,0.494832
36.812565985968,0.487457
36.819463368205,0.444354
36.847492948688,0.462384
36.850057311226,0.454948
36.850658673764,0.445549
36.898340705273,0.483231
36.899752067811,0.474643
36.939175959271,0.504067
36.957148959272,0.50204
36.958414989822,0.493306
36.9620656778,0.486956
36.962883050922,0.477774
36.966062081472,0.470953
36.967302454594,0.462193
36.978996481575,0.463887
36.983205064791,0.458096
37.023841914386,0.488733
37.026108297898,0.480999
37.034054722639,0.478945
37.049489632716,0.48438
37.053745959161,0.478637
37.14634867197,0.561239
37.158004042114,0.562895
37.166563415135,0.561454
37.219847011088,0.604738
37.223282399822,0.598173
37.226375752757,0.591266
37.227589156493,0.58248
37.238103804292,0.582994
37.245040972924,0.549932
37.248518127864,0.543409
37.255299141076,0.54019
37.257547544812,0.532438
37.263075681093,0.527966
37.271100314154,0.525991
37.318163122132,0.563054
37.320996535688,0.555887
37.327157357242,0.552048
37.333687125824,0.548578
37.336420999706,0.541312
37.368725327922,0.563616
37.374705704317,0.559596
37.378600802101,0.553491
37.379400215657,0.544291
37.398061221474,0.552952
37.401208589306,0.546099
37.410144249565,0.545035
37.410754672793,0.535645
37.414345805928,0.519236
37.417845452141,0.512736
37.441151009377,0.506042
37.454190144177,0.509081
37.478976693024,0.523867
37.480362116252,0.515253
37.525205020545,0.550096
37.54332788282,0.558219
37.573120470151,0.578011
37.57858070718,0.573471
37.596278018864,0.581169
37.602133581718,0.577024
37.605297471907,0.570188
37.621623558946,0.576514
37.629840207241,0.574731
37.671314542879,0.606205
37.692764545994,0.617655
37.715856339566,0.570747
37.717594927846,0.562486
37.718412378918,0.553303
37.723027941268,0.547919
37.740852343182,0.525743
37.768261297589,0.543152
37.778126434716,0.543017
37.783662554316,0.538553
37.792310492499,0.537201
37.795615080779,0.530506
