X,frankfurt_urban_n_vehicles_multi_radio.MA[3].idLayer/sequenceUpdateCa:vector
47.301083611713,1
47.551083611713,2
47.801083611713,3
48.051083611713,4
48.301083611713,5
48.551083611713,6
48.801083611713,7
