X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcp/rcvd seq
30.338885155308,7.58388e+06
30.345280962264,7.58389e+06
30.346341260436,7.58389e+06
30.351179190532,7.58442e+06
30.357072488704,7.58496e+06
30.357722786876,7.58549e+06
30.358854085048,7.58603e+06
30.364371015144,7.58657e+06
30.366113611488,7.5871e+06
30.36665590966,7.58764e+06
30.367405207832,7.58817e+06
30.368923804176,7.58871e+06
30.372944996864,7.58925e+06
30.377337593208,7.58978e+06
30.38301889138,7.59032e+06
30.383913189552,7.59085e+06
30.384446487724,7.59139e+06
30.389006084068,7.59193e+06
30.39012538224,7.59246e+06
30.391804978584,7.593e+06
30.392771276756,7.59353e+06
30.394722574928,7.59407e+06
30.3956798731,7.59461e+06
30.397036469444,7.59514e+06
30.398410767616,7.59568e+06
30.400703074793,7.59621e+06
30.401807390975,7.59675e+06
30.404424707157,7.59729e+06
30.405066023339,7.59782e+06
30.405725339521,7.59836e+06
30.406195655703,7.59889e+06
30.406881971885,7.59943e+06
30.407451288067,7.59997e+06
30.408065604249,7.6005e+06
30.411369236613,7.60104e+06
30.411938552795,7.60157e+06
30.419878766069,7.60211e+06
30.420583082251,7.60265e+06
30.423995030797,7.60318e+06
30.426332979343,7.60372e+06
30.427082295525,7.60425e+06
30.427624611707,7.60479e+06
30.431961192617,7.60533e+06
30.432945508799,7.60586e+06
30.435702773527,7.6064e+06
30.436364089709,7.60693e+06
30.445497251529,7.60747e+06
30.447518883893,7.60801e+06
30.448187200075,7.60854e+06
30.450573516257,7.60908e+06
30.451241832439,7.60961e+06
30.451730148621,7.61015e+06
30.453784780985,7.61069e+06
30.454489097167,7.61122e+06
30.456305413349,7.61176e+06
30.456892729531,7.61229e+06
30.457363045713,7.61283e+06
30.458013361895,7.61337e+06
30.459042678077,7.6139e+06
30.466451891351,7.61444e+06
30.467862523715,7.61497e+06
30.471507472261,7.61551e+06
30.472554788443,7.61605e+06
30.480202685535,7.61658e+06
30.481837317899,7.61712e+06
30.483786950263,7.61765e+06
30.484347266445,7.61819e+06
30.485268582627,7.61873e+06
30.485981898809,7.61926e+06
30.488224214991,7.6198e+06
30.492293795901,7.62033e+06
30.493251112083,7.62087e+06
30.496763692993,7.62141e+06
30.499457325357,7.62194e+06
30.500468650547,7.62248e+06
30.501118984745,7.62301e+06
30.501625318943,7.62355e+06
30.503543321537,7.62409e+06
30.504103655735,7.62462e+06
30.505604324131,7.62516e+06
30.507932992527,7.62569e+06
30.508484326725,7.62623e+06
30.509921995121,7.62677e+06
30.511567329319,7.6273e+06
30.513477997715,7.62784e+06
30.514092331913,7.62837e+06
30.514697666111,7.62891e+06
30.517020334507,7.62945e+06
30.517544668705,7.62998e+06
30.518078002903,7.63052e+06
30.518620337101,7.63105e+06
30.520880339695,7.63159e+06
30.523637922681,7.63213e+06
30.525263591077,7.63266e+06
30.527696927869,7.6332e+06
30.531946933057,7.63373e+06
30.532507267255,7.63427e+06
30.533563601453,7.63481e+06
30.534141935651,7.63534e+06
30.548943277631,7.63588e+06
30.550062611829,7.63641e+06
30.550532946027,7.63695e+06
30.552313280225,7.63749e+06
30.554231614423,7.63802e+06
30.557097951215,7.63856e+06
30.560664619611,7.63909e+06
30.562130953809,7.63963e+06
30.563205288007,7.64017e+06
30.563828622205,7.6407e+06
30.564388956403,7.64124e+06
30.567108624799,7.64177e+06
30.570043627393,7.64231e+06
30.571117961591,7.64285e+06
30.572322629987,7.64338e+06
30.574227298383,7.64392e+06
30.576356966779,7.64445e+06
30.576953300977,7.64499e+06
30.578363635175,7.64553e+06
30.582060971967,7.64606e+06
30.583390640363,7.6466e+06
30.584855308759,7.64713e+06
30.588318645551,7.64767e+06
30.588797979749,7.64821e+06
30.601864991328,7.64874e+06
30.706319111254,7.64925e+06
30.70980748141,7.64925e+06
30.711622221722,7.64979e+06
30.714270591878,7.65033e+06
30.71628533219,7.65086e+06
30.716890702346,7.6514e+06
30.717851072502,7.65193e+06
30.71973318297,7.65247e+06
30.721631553126,7.65301e+06
30.722687923282,7.65354e+06
30.723927293438,7.65408e+06
30.724947663594,7.65461e+06
30.727621403906,7.65515e+06
30.728686774062,7.65569e+06
30.729283144218,7.65622e+06
30.73062188453,7.65676e+06
30.731137254686,7.65729e+06
30.731841624842,7.65783e+06
30.732320994998,7.65837e+06
30.736699475622,7.6589e+06
30.747393807026,7.65944e+06
30.748621177182,7.65997e+06
30.749650547338,7.66051e+06
30.753768027962,7.66105e+06
30.755621398118,7.66158e+06
30.756650768274,7.66212e+06
30.75715713843,7.66265e+06
30.757861508586,7.66319e+06
30.758836878742,7.66373e+06
30.761946359366,7.66426e+06
30.762587729522,7.6648e+06
30.763058099678,7.66533e+06
30.77019069077,7.66587e+06
30.771238060926,7.66641e+06
30.772357431082,7.66694e+06
30.773106801238,7.66748e+06
30.773856171394,7.66801e+06
30.790630762486,7.66855e+06
30.792429132642,7.66909e+06
30.795782872954,7.66962e+06
30.79640624311,7.67016e+06
30.798635983422,7.67069e+06
30.800667741768,7.67123e+06
30.802024518148,7.67177e+06
30.810656294528,7.6723e+06
30.814013459098,7.67284e+06
30.816288235478,7.67337e+06
30.818216011858,7.67391e+06
30.818958400048,7.67445e+06
30.819491788238,7.67498e+06
30.820025176428,7.67552e+06
