X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
193.420775480094,1
194.420775480094,2
196.420775480094,3
200.420775480094,4
208.420775480094,5
224.420775480094,6
256.420775480094,7
288.420775480094,8
298.558574818976,1
299.558574818976,2
301.558574818976,3
305.558574818976,4
313.558574818976,5
329.558574818976,6
339.047806238983,1
340.047806238983,2
342.047806238983,3
346.047806238983,4
354.047806238983,5
370.047806238983,6
402.047806238983,7
412.450558487074,1
413.450558487074,2
415.450558487074,3
419.450558487074,4
427.450558487074,5
