X,frankfurt_urban_n_vehicles.MA[5].idLayer/sequenceUpdateCa:vector
107.427324825251,1
107.927324825251,2
108.427324825251,3
188.869766764653,4
303.960230488248,5
345.963119654906,6
379.383476061674,7
379.883476061674,8
380.383476061674,9
380.883476061674,10
381.13652690941,11
381.63652690941,12
382.13652690941,13
382.63652690941,14
383.13652690941,15
383.63652690941,16
384.13652690941,17
384.63652690941,18
385.13652690941,19
385.63652690941,20
386.13652690941,21
386.63652690941,22
387.13652690941,23
387.63652690941,24
388.13652690941,25
388.63652690941,26
389.13652690941,27
389.63652690941,28
390.13652690941,29
390.63652690941,30
391.13652690941,31
391.63652690941,32
392.13652690941,33
392.63652690941,34
393.13652690941,35
393.63652690941,36
394.13652690941,37
394.63652690941,38
395.13652690941,39
395.63652690941,40
396.13652690941,41
396.63652690941,42
397.13652690941,43
397.63652690941,44
398.13652690941,45
398.63652690941,46
399.13652690941,47
399.63652690941,48
400.13652690941,49
400.63652690941,50
401.13652690941,51
401.63652690941,52
402.13652690941,53
402.63652690941,54
403.13652690941,55
403.63652690941,56
404.889218285106,57
