X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
201.141100605888,1
202.141100605888,2
204.141100605888,3
208.141100605888,4
216.141100605888,5
232.141100605888,6
264.141100605888,7
296.141100605888,8
299.993526758338,1
300.993526758338,2
302.993526758338,3
306.993526758338,4
314.993526758338,5
330.993526758338,6
343.222940021989,1
344.222940021989,2
346.222940021989,3
350.222940021989,4
358.222940021989,5
374.222940021989,6
406.222940021989,7
415.943476625449,1
416.943476625449,2
418.943476625449,3
422.943476625449,4
430.943476625449,5
