X,frankfurt_urban_n_vehicles_mipv6.MA[6].udpApp[0]/endToEndDelay:vector
43.664139587177,0.435864
43.675274890727,0.416999
43.704975211995,0.4367
43.718736823243,0.440461
43.749391614565,0.421116
43.79750514285,0.45923
43.798834235886,0.450559
43.816371350731,0.458096
43.847772472765,0.469497
43.867734594799,0.479459
43.907642991653,0.489367
43.933620625557,0.495345
43.938210780313,0.479935
43.944486414217,0.466211
43.975707076787,0.437431
43.989296465307,0.361021
44.014516644092,0.376241
44.029288831104,0.381013
44.070030048496,0.381754
44.092507479198,0.394232
44.102254427713,0.383979
44.142110140617,0.413835
44.161420836145,0.393145
44.182306560589,0.394031
44.211273802482,0.392998
44.23547656475,0.397201
44.290816606626,0.412541
44.331374168409,0.423099
44.364676448845,0.446401
44.395923537411,0.447648
44.435419841195,0.477144
44.471188151711,0.502913
44.522261484356,0.533986
44.546131766048,0.547856
44.58820718455,0.549932
44.615692691889,0.557417
44.624245299327,0.55597
44.705086635209,0.546811
44.752919798615,0.564644
44.758085201328,0.55981
44.763180836576,0.554905
44.770535015496,0.512259
44.800186484902,0.501911
44.855474031462,0.517198
44.876877457046,0.508602
44.905462791591,0.517187
44.914245481161,0.50597
44.957616489233,0.509341
44.980222412951,0.491947
45.001560303212,0.443285
45.031653695228,0.443378
45.093810087244,0.475534
45.105680625259,0.447405
45.144618365825,0.466343
45.181041797931,0.452766
45.187844539947,0.449569
45.220147535672,0.451872
45.239960639194,0.441685
45.244529211998,0.416254
45.28148578165,0.43321
45.32036228571,0.432087
45.362458610216,0.434183
45.378003450848,0.429728
45.39831700882,0.440041
45.41083982023,0.442564
45.415612871664,0.437337
45.449753037802,0.401477
45.476290621012,0.408015
45.514724222247,0.436449
45.524470478031,0.426195
45.529364553605,0.411089
45.552064966995,0.403789
45.587362042569,0.429086
45.619263433755,0.430988
45.652810065103,0.454534
45.658681164357,0.450406
45.71699128113,0.498716
45.720214169498,0.481939
45.747638464528,0.459363
45.788401120718,0.460125
45.815853026232,0.477577
45.81970357244,0.471428
