X,frankfurt_urban.MA[0].tcpApp[0]/endToEndDelay:vector
31.350486828751,1.09615
32.280528338297,0.830042
33.244923343608,0.864395
34.545979405056,1.20106
357.198556078,322.553
357.938571537146,0.640015
358.68326619988,0.644695
359.432859002739,0.649593
360.173123683671,0.640265
360.914299346405,0.641176
361.654334109717,0.640035
362.390609341403,0.636275
363.134582970306,0.643974
363.878450358778,0.643867
364.618156590464,0.639706
365.356903197638,0.638747
366.095856317393,0.638953
366.836113181193,0.640257
367.574325805117,0.638213
368.314071205991,0.639745
369.056596478803,0.642525
369.798497141537,0.641901
370.539565402457,0.641068
371.281471418619,0.641906
372.021453106933,0.639982
372.764851554143,0.643398
373.503572785829,0.638721
374.243179998449,0.639607
374.980198014611,0.637018
375.720877030773,0.640679
376.465347085745,0.64447
377.207558595926,0.642212
377.94902125866,0.641463
378.694884746996,0.645863
379.446792056302,0.651907
380.185716503671,0.638924
380.927468607916,0.641752
381.667275374755,0.639807
382.409725930017,0.642451
383.151456257136,0.64173
383.891709515189,0.640253
384.638736272858,0.647027
385.381612281953,0.642876
386.134971815774,0.65336
386.882994131755,0.648022
387.644237363734,0.661243
388.388417042987,0.64418
389.142688520918,0.654271
389.889207042098,0.646519
390.649927945411,0.660721
391.425568605355,0.675641
392.181061237037,0.655493
392.943155110819,0.662094
393.876776293939,0.833621
394.762505812785,0.78573
395.534084830494,0.671579
396.336703684538,0.702619
398.479558594655,2.04285
434.441536803355,35.862
