X,frankfurt_urban.MA[0].idLayer/sequenceUpdateCa:vector
77.3021323626,1
104.590887990806,2
107.085359242743,3
107.585359242743,4
108.085359242743,5
108.579953505005,6
158.030037217464,7
225.170768637114,8
393.965769798105,9
429.27905928837,10
