X,frankfurt_urban.MA[0].tcp/rcvd seq
30.253992135605,7.55243e+06
30.343511409252,7.55243e+06
30.34409814117,7.55243e+06
30.433717084599,7.55297e+06
30.434727843827,7.5535e+06
30.522692055406,7.55404e+06
30.52381084208,7.55457e+06
30.524776628754,7.55511e+06
30.527602202102,7.55565e+06
30.611667053689,7.55618e+06
30.613419867869,7.55672e+06
30.614484682049,7.55725e+06
30.615441496229,7.55779e+06
30.617444124589,7.55833e+06
30.618337938769,7.55886e+06
30.619312752949,7.5594e+06
30.620440567129,7.55993e+06
30.700642079496,7.56047e+06
30.701724921218,7.56101e+06
30.70344176294,7.56154e+06
30.704497604662,7.56208e+06
30.706249288106,7.56261e+06
30.707660129828,7.56315e+06
30.70864397155,7.56369e+06
30.709573813272,7.56422e+06
30.710692654994,7.56476e+06
30.712461338438,7.56529e+06
30.71359818016,7.56583e+06
30.714113021882,7.56637e+06
30.715231863604,7.5669e+06
30.716686547048,7.56744e+06
30.789599975044,7.56797e+06
30.790682816766,7.56851e+06
30.792399658488,7.56905e+06
30.794106341932,7.56958e+06
30.795207183654,7.57012e+06
30.796618025376,7.57065e+06
30.797601867098,7.57119e+06
30.79872070882,7.57173e+06
30.804686406062,7.57226e+06
30.80656527538,7.5728e+06
30.808066144698,7.57333e+06
30.809068014016,7.57387e+06
30.810168883334,7.57441e+06
30.81223562197,7.57494e+06
30.87855788439,7.57548e+06
30.880517726112,7.57601e+06
30.88157359543,7.57655e+06
30.883707251278,7.57709e+06
30.884808120596,7.57762e+06
30.885809989914,7.57816e+06
30.886766859232,7.57869e+06
30.888474618166,7.57923e+06
30.893644329206,7.57977e+06
30.895523198524,7.5803e+06
30.897685067842,7.58084e+06
30.89881293716,7.58137e+06
30.900308085852,7.58191e+06
30.90119355896,7.58245e+06
30.96751582138,7.58298e+06
30.969475663102,7.58352e+06
30.97053153242,7.58405e+06
30.972665188268,7.58459e+06
30.973766057586,7.58513e+06
30.975303954596,7.58566e+06
30.976422851606,7.5862e+06
30.978127748616,7.58673e+06
30.982602266196,7.58727e+06
30.985049956832,7.58781e+06
30.986643004832,7.58834e+06
30.98777087415,7.58888e+06
30.989266036688,7.58941e+06
30.990704933698,7.58995e+06
31.056473786092,7.59049e+06
31.058433627814,7.59102e+06
31.061028552576,7.59156e+06
31.061940477338,7.59209e+06
31.065627871822,7.59263e+06
31.066602796584,7.59317e+06
31.067090721346,7.5937e+06
31.06860857087,7.59424e+06
31.072168230908,7.59477e+06
31.074007921544,7.59531e+06
31.075600969544,7.59585e+06
31.076737838862,7.59638e+06
31.0786520014,7.59692e+06
31.08030589841,7.59745e+06
31.145431778557,7.59799e+06
31.147954620279,7.59853e+06
31.149986545041,7.59906e+06
31.153322939525,7.5996e+06
31.154585864287,7.60013e+06
31.156111713811,7.60067e+06
31.157113666327,7.60121e+06
31.158088618843,7.60174e+06
31.161126223373,7.60228e+06
31.163533175889,7.60281e+06
31.165884111723,7.60335e+06
31.166958064239,7.60389e+06
31.167852016755,7.60442e+06
31.169866969271,7.60496e+06
31.234389798984,7.60549e+06
31.236912640706,7.60603e+06
31.239731565468,7.60657e+06
31.242280959952,7.6071e+06
31.243543884714,7.60764e+06
31.245069734238,7.60817e+06
31.247119686754,7.60871e+06
31.24768166744,7.60925e+06
31.2514442438,7.60978e+06
