X,frankfurt_urban.MA[0].tcp/rcvd seq
30.253570146485,7.5523e+06
30.343836693092,7.5523e+06
30.344495493572,7.5523e+06
30.433647641533,7.55284e+06
30.434766469423,7.55338e+06
30.52275481693,7.55391e+06
30.523891672282,7.55445e+06
30.524902527634,7.55498e+06
30.525841382986,7.55552e+06
30.611871019821,7.55606e+06
30.612412902699,7.55659e+06
30.613043875173,7.55713e+06
30.614381640929,7.55766e+06
30.614887523807,7.5582e+06
30.615474406685,7.55874e+06
30.616070289563,7.55927e+06
30.617189172441,7.55981e+06
30.702169105629,7.56034e+06
30.702684016111,7.56088e+06
30.706485402897,7.56142e+06
30.707541313379,7.56195e+06
30.708074223861,7.56249e+06
30.709193134343,7.56302e+06
30.709789044825,7.56356e+06
30.711243865789,7.5641e+06
30.712734686753,7.56463e+06
30.714081597235,7.56517e+06
30.716530328681,7.5657e+06
30.717532239163,7.56624e+06
30.718301149645,7.56678e+06
30.718888060127,7.56731e+06
30.792668260369,7.56785e+06
30.793165170851,7.56838e+06
30.796586647155,7.56892e+06
30.797705557637,7.56946e+06
30.800263302893,7.56999e+06
30.800796240995,7.57053e+06
30.801888179097,7.57106e+06
30.804454055301,7.5716e+06
30.804968993403,7.57214e+06
30.806033931505,7.57267e+06
30.807044869607,7.57321e+06
30.809428256297,7.57374e+06
30.813025132501,7.57428e+06
30.814162070603,7.57482e+06
30.882398428919,7.57535e+06
30.883427367021,7.57589e+06
30.885936905223,7.57642e+06
30.887019815705,7.57696e+06
30.889939512873,7.5775e+06
30.891076450975,7.57803e+06
30.892159389077,7.57857e+06
30.894647265281,7.5791e+06
30.898181203383,7.57964e+06
30.899309141485,7.58018e+06
30.901574059179,7.58071e+06
30.902684024941,7.58125e+06
30.903351990703,7.58178e+06
30.904479956465,7.58232e+06
30.972418714627,7.58286e+06
30.973131680389,7.58339e+06
30.975478611913,7.58393e+06
30.976516577675,7.58446e+06
30.980157798581,7.585e+06
30.981258764343,7.58554e+06
30.982278730105,7.58607e+06
30.983745550989,7.58661e+06
30.988551427193,7.58714e+06
30.989652392955,7.58768e+06
30.991103358717,7.58822e+06
30.994273290241,7.58875e+06
30.994833256003,7.58929e+06
30.997280153289,7.58982e+06
31.062265994057,7.59036e+06
31.065605982101,7.5909e+06
31.067855970145,7.59143e+06
31.068469964167,7.59197e+06
31.070870952211,7.5925e+06
31.071944946233,7.59304e+06
31.073506934277,7.59358e+06
31.075245922321,7.59411e+06
31.077802740861,7.59465e+06
31.080354672385,7.59518e+06
31.082288638147,7.59572e+06
31.085548535433,7.59626e+06
31.087182523477,7.59679e+06
31.088274517499,7.59733e+06
31.153729330208,7.59786e+06
31.155681352892,7.5984e+06
31.159601300318,7.59894e+06
31.161380345686,7.59947e+06
31.16198536837,7.60001e+06
31.164966413738,7.60054e+06
31.165598436422,7.60108e+06
31.166221459106,7.60162e+06
31.16709008299,7.60215e+06
31.172705037198,7.60269e+06
31.173716059882,7.60322e+06
31.17550410525,7.60376e+06
31.177022865606,7.6043e+06
31.17792588829,7.60483e+06
31.24376870097,7.60537e+06
31.246200723654,7.6059e+06
31.250353693764,7.60644e+06
31.256242453752,7.60698e+06
31.256884476436,7.60751e+06
31.258375579012,7.60805e+06
31.2594496303,7.60858e+06
31.260986681588,7.60912e+06
31.262495784164,7.60966e+06
31.264780835452,7.61019e+06
31.26588188674,7.61073e+06
31.268596040604,7.61126e+06
31.269066091892,7.6118e+06
31.271484194468,7.61234e+06
31.332921100053,7.61287e+06
31.335987122737,7.61341e+06
31.339542092847,7.61394e+06
31.346027875519,7.61448e+06
31.348692029383,7.61502e+06
31.350157753123,7.61555e+06
31.351929832449,7.61609e+06
31.354944070427,7.61662e+06
31.355987149753,7.61716e+06
31.544728535773,7.61767e+06
31.545342669473,7.61767e+06
31.547709936873,7.61821e+06
31.548793070573,7.61874e+06
31.551544337973,7.61928e+06
31.552663471673,7.61982e+06
31.553376605373,7.62035e+06
31.554288739073,7.62089e+06
31.555681006473,7.62142e+06
31.557120140173,7.62196e+06
31.559078407573,7.6225e+06
31.559674541273,7.62303e+06
31.561129808673,7.62357e+06
31.562212942373,7.6241e+06
31.563143076073,7.62464e+06
31.636476284067,7.62518e+06
31.637009444603,7.62571e+06
31.639253685167,7.62625e+06
31.640678818867,7.62678e+06
31.642511086267,7.62732e+06
31.643765246803,7.62786e+06
31.645294407339,7.62839e+06
31.645872567875,7.62893e+06
31.650923022167,7.62946e+06
31.651420182703,7.63e+06
31.652530343239,7.63054e+06
31.654443664311,7.63107e+06
31.655526824847,7.63161e+06
31.656618985383,7.63214e+06
31.726323952225,7.63268e+06
31.726912112761,7.63322e+06
31.729702365427,7.63375e+06
31.730181552583,7.63429e+06
31.731825593889,7.63482e+06
31.733703968201,7.63536e+06
31.735776075497,7.6359e+06
31.736745262653,7.63643e+06
31.740752690325,7.63697e+06
31.743659171933,7.6375e+06
31.746928493005,7.63804e+06
31.751234867317,7.63858e+06
31.752327054473,7.63911e+06
31.752806241629,7.63965e+06
31.816046646882,7.64018e+06
31.817174860416,7.64072e+06
31.820229086704,7.64126e+06
31.82128412801,7.64179e+06
31.821871341544,7.64233e+06
31.823533768612,7.64286e+06
31.825852796774,7.6434e+06
31.828247223842,7.64394e+06
31.832325224446,7.64447e+06
31.83379079197,7.64501e+06
31.836036027126,7.64554e+06
31.848131625129,7.64608e+06
31.849250838663,7.64662e+06
31.850388052197,7.64715e+06
31.905262207259,7.64769e+06
31.911517686595,7.64822e+06
31.912095926263,7.64876e+06
31.912566165931,7.6493e+06
31.914534645267,7.64983e+06
31.915193884935,7.65037e+06
31.916910364271,7.6509e+06
31.919377083275,7.65144e+06
31.923955352347,7.65198e+06
31.925366592015,7.65251e+06
31.926332831683,7.65305e+06
31.937347185506,7.65358e+06
31.93843039904,7.65412e+06
31.941023826108,7.65466e+06
31.99752662597,7.65519e+06
32.001673752324,7.65573e+06
32.004535471328,7.65626e+06
32.005005736894,7.6568e+06
32.00734421623,7.65734e+06
32.007958481796,7.65787e+06
32.011346466366,7.65841e+06
32.012396731932,7.65894e+06
32.013951263064,7.65948e+06
32.01455852863,7.66002e+06
32.016012418076,7.66055e+06
32.027070771899,7.66109e+06
32.029749985433,7.66162e+06
32.032885782131,7.66216e+06
32.086904212363,7.6627e+06
32.091493013223,7.66323e+06
32.094347336236,7.66377e+06
32.09842826901,7.6643e+06
32.099439534576,7.66484e+06
32.100459812967,7.66538e+06
32.101568929414,7.66591e+06
32.105147030243,7.66645e+06
32.106005321459,7.66698e+06
32.107138561375,7.66752e+06
32.108928852591,7.66806e+06
32.119498863166,7.66859e+06
32.120041154382,7.66913e+06
32.122329736814,7.66966e+06
32.17753282453,7.6702e+06
32.18071762539,7.67074e+06
32.183589948403,7.67127e+06
32.188313881177,7.67181e+06
32.190507463609,7.67234e+06
32.191527754825,7.67288e+06
32.192061046041,7.67342e+06
32.194245655235,7.67395e+06
32.195989946451,7.67449e+06
32.197551186367,7.67502e+06
32.198535477583,7.67556e+06
32.210098792074,7.6761e+06
32.21063210869,7.67663e+06
32.211707374506,7.67717e+06
32.266658462222,7.6777e+06
32.270988033217,7.67824e+06
32.273818586095,7.67878e+06
32.279834825247,7.67931e+06
32.280314141863,7.67985e+06
32.281816458479,7.68038e+06
32.286488091711,7.68092e+06
32.287490408327,7.68146e+06
32.288456724943,7.68199e+06
32.289571041558,7.68253e+06
32.484135567973,7.68304e+06
32.484668934625,7.68304e+06
32.486189301277,7.68358e+06
32.486794667929,7.68411e+06
32.487932034581,7.68465e+06
32.489042401233,7.68518e+06
32.490083767885,7.68572e+06
32.491104134537,7.68626e+06
32.492079501189,7.68679e+06
32.492558867841,7.68733e+06
32.494955601145,7.68786e+06
32.500612558995,7.6884e+06
32.501118950281,7.68894e+06
32.507078906711,7.68947e+06
32.507648297997,7.69001e+06
32.57440264737,7.69054e+06
32.575983380674,7.69108e+06
32.581295847282,7.69162e+06
32.588892629854,7.69215e+06
32.591696412426,7.69269e+06
32.594055194998,7.69322e+06
32.594705586284,7.69376e+06
32.596142368856,7.6943e+06
32.597652151428,7.69483e+06
32.598981542714,7.69537e+06
32.599795934,7.6959e+06
32.600410337473,7.69644e+06
32.601105753133,7.69698e+06
32.601648168793,7.69751e+06
32.663726384619,7.69805e+06
32.665127117923,7.69858e+06
32.671245584531,7.69912e+06
32.678805367103,7.69966e+06
32.686262714819,7.70019e+06
32.688239546139,7.70073e+06
32.690908668912,7.70126e+06
32.691821084572,7.7018e+06
32.692594749549,7.70234e+06
32.696650996529,7.70287e+06
32.699859243509,7.70341e+06
32.700987671227,7.70394e+06
32.702026111003,7.70448e+06
32.702577550779,7.70502e+06
32.753032146113,7.70555e+06
32.756170879417,7.70609e+06
32.761393346025,7.70662e+06
32.768021128597,7.70716e+06
32.776061222746,7.7077e+06
32.777590307633,7.70823e+06
32.782232511043,7.70877e+06
32.783967390595,7.7093e+06
32.785830758023,7.70984e+06
32.787719197799,7.71038e+06
32.793806047149,7.71091e+06
32.796741926701,7.71145e+06
32.804382818179,7.71198e+06
32.804853281807,7.71252e+06
32.843776931591,7.71306e+06
32.84533755575,7.71359e+06
32.850753131503,7.71413e+06
32.858686802234,7.71466e+06
32.869690008224,7.7152e+06
32.871447270185,7.71574e+06
32.871998733813,7.71627e+06
32.874355176073,7.71681e+06
32.876449639701,7.71734e+06
32.881620494213,7.71788e+06
32.883647832627,7.71842e+06
32.890078759883,7.71895e+06
32.895672079211,7.71949e+06
32.897120542839,7.72002e+06
32.934157740789,7.72056e+06
