X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
184.402529578667,1
185.402529578667,2
187.402529578667,3
191.402529578667,4
199.402529578667,5
215.402529578667,6
247.402529578667,7
279.402529578667,8
295.2888400889,1
296.2888400889,2
298.2888400889,3
302.2888400889,4
310.2888400889,5
326.2888400889,6
341.933349714841,1
342.933349714841,2
344.933349714841,3
348.933349714841,4
356.933349714841,5
372.933349714841,6
402.40565451771,1
403.40565451771,2
