X,frankfurt_urban_n_vehicles_mipv6.MA[6].tcpApp[0]/endToEndDelay:vector
43.819770624404,1.08389
44.865035123808,0.945264
45.804691219207,0.839656
46.795893420859,0.891202
47.858773202785,0.96288
49.318050876055,1.35928
52.12884691771,2.7108
54.390661400463,2.16181
57.490473099626,2.99981
59.523221890405,1.93275
61.122821326309,1.4996
65.026654714842,3.80383
66.84017733857,1.71352
68.624161318939,1.68398
70.327247952444,1.60309
73.287371009955,2.86012
75.413624356827,2.02625
79.100466587946,3.58684
81.105026000365,1.90456
83.451393141631,2.24637
84.970954295109,1.41956
89.489268085494,4.41831
94.072177571828,4.48291
96.488099540246,2.31592
99.991871156546,3.40377
112.763096518992,12.6712
114.049014585613,1.18592
115.127123826592,0.978109
116.192693455808,0.96557
117.260242100069,0.967549
118.333963533229,0.973721
119.419177585631,0.985214
120.492591824434,0.973414
121.558723148461,0.966131
122.633507847332,0.974785
123.701641033439,0.968133
124.763389815592,0.961749
125.8338736727,0.970484
126.900287497046,0.966414
127.966644332404,0.966357
129.033559951648,0.966916
130.099093571764,0.965534
131.162214300985,0.963121
132.229649521996,0.967435
133.304488827993,0.974839
134.376940111843,0.972451
135.451047345307,0.974107
136.524183877766,0.973137
137.596761261336,0.972577
138.673957789848,0.977197
139.742390558251,0.968433
140.815993031408,0.973602
141.88827802476,0.972285
142.960508039572,0.97223
144.033385191348,0.972877
145.11298566723,0.9796
146.184634492139,0.971649
147.26139438002,0.97676
148.345604855403,0.98421
149.446453020456,1.00085
150.530522263024,0.984069
151.619145573652,0.988623
152.73375670312,1.01461
153.889050443488,1.05529
155.065573463649,1.07652
156.220338297834,1.05476
157.43918019383,1.11884
158.637168734683,1.09799
159.860010015077,1.12284
161.017904545146,1.05789
162.200342023976,1.08244
163.334315067528,1.03397
164.553361700588,1.11905
165.876858239596,1.2235
167.207587653519,1.23073
168.464728248593,1.15714
169.75778858499,1.19306
171.020580804629,1.16279
172.402507717898,1.28193
173.741037503478,1.23853
175.264928664281,1.42389
176.654506887626,1.28958
178.070622489881,1.31612
179.629477604418,1.45886
181.319238641055,1.58976
183.625564373308,2.20633
184.958367409839,1.2328
186.750948719124,1.69258
226.569962728319,39.719
227.863679022679,1.19372
228.959405371935,0.995726
230.051691984476,0.992287
231.136243994207,0.984552
232.23174135116,0.995497
233.332072283944,1.00033
234.446813486977,1.01474
235.545399398259,0.998586
236.66876698003,1.02337
237.804354867168,1.03559
238.947838886632,1.04348
240.103019179497,1.05518
241.255282842764,1.05226
242.53907300922,1.18379
243.882150069718,1.24308
245.273218255765,1.29107
246.748499639486,1.37528
248.282959632635,1.43446
249.477456924769,1.0945
251.023195807217,1.44574
252.734452206134,1.61126
323.352791979135,70.5183
324.530148076221,1.07736
325.768965434675,1.13882
327.316886029162,1.44792
328.535584623313,1.1187
329.873316795686,1.23773
331.058382041203,1.08507
332.358030828553,1.19965
333.956992814919,1.49896
351.254876736601,17.1979
352.453516951025,1.09864
353.52284412706,0.969327
354.596742016689,0.973898
355.678239145983,0.981497
356.761172238524,0.982933
357.846320201557,0.985148
358.931063059918,0.984743
360.025629801476,0.994567
361.116599609271,0.99097
362.219752036701,1.00315
363.353004986858,1.03325
364.488169000783,1.03516
365.648451044207,1.06028
366.920469835872,1.17202
368.193778800545,1.17331
369.59906320011,1.30528
370.794378627155,1.09532
372.094288021607,1.19991
373.305713067209,1.11143
374.663883037025,1.25817
376.388666694619,1.62478
