X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
192.75895395553,1
193.75895395553,2
195.75895395553,3
199.75895395553,4
207.75895395553,5
223.75895395553,6
255.75895395553,7
287.75895395553,8
295.655036627934,1
296.655036627934,2
298.655036627934,3
302.655036627934,4
310.655036627934,5
326.655036627934,6
337.178128617827,1
338.178128617827,2
340.178128617827,3
344.178128617827,4
352.178128617827,5
368.178128617827,6
400.178128617827,7
401.223804959303,1
402.223804959303,2
404.223804959303,3
408.223804959303,4
