X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
200.100475151875,1
201.100475151875,2
203.100475151875,3
207.100475151875,4
215.100475151875,5
231.100475151875,6
263.100475151875,7
295.100475151875,8
300.176007102956,1
301.176007102956,2
303.176007102956,3
307.176007102956,4
315.176007102956,5
331.176007102956,6
338.972905829762,1
339.972905829762,2
341.972905829762,3
345.972905829762,4
353.972905829762,5
369.972905829762,6
401.972905829762,7
404.395327680813,1
405.395327680813,2
407.395327680813,3
