X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
185.824968900449,1
186.824968900449,2
188.824968900449,3
192.824968900449,4
200.824968900449,5
216.824968900449,6
248.824968900449,7
280.824968900449,8
297.34606700422,1
298.34606700422,2
300.34606700422,3
304.34606700422,4
312.34606700422,5
328.34606700422,6
341.305763970157,1
342.305763970157,2
344.305763970157,3
348.305763970157,4
356.305763970157,5
372.305763970157,6
401.642033585816,1
402.642033585816,2
