X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
180.721061918414,1
181.721061918414,2
183.721061918414,3
187.721061918414,4
195.721061918414,5
211.721061918414,6
243.721061918414,7
275.721061918414,8
291.549917842085,1
292.549917842085,2
294.549917842085,3
298.549917842085,4
306.549917842085,5
322.549917842085,6
335.091056980356,1
336.091056980356,2
338.091056980356,3
342.091056980356,4
350.091056980356,5
366.091056980356,6
398.091056980356,7
