X,frankfurt_urban_n_vehicles.MA[2].idLayer/sequenceUpdateCa:vector
84.620394290838,1
190.007023599782,2
294.318504829296,3
337.946182053885,4
360.717326383802,5
361.217326383802,6
361.717326383802,7
361.903442114866,8
377.943467190071,9
378.443467190071,10
378.943467190071,11
379.443467190071,12
379.69977557923,13
380.19977557923,14
380.69977557923,15
381.19977557923,16
381.69977557923,17
382.19977557923,18
382.69977557923,19
383.19977557923,20
383.69977557923,21
384.19977557923,22
384.69977557923,23
385.19977557923,24
385.69977557923,25
386.19977557923,26
386.69977557923,27
387.19977557923,28
387.69977557923,29
388.19977557923,30
388.69977557923,31
389.19977557923,32
389.69977557923,33
390.19977557923,34
390.69977557923,35
391.19977557923,36
391.69977557923,37
392.19977557923,38
392.69977557923,39
393.19977557923,40
393.69977557923,41
394.19977557923,42
394.69977557923,43
395.19977557923,44
395.69977557923,45
396.19977557923,46
396.69977557923,47
397.19977557923,48
397.69977557923,49
398.19977557923,50
398.69977557923,51
399.19977557923,52
399.69977557923,53
400.19977557923,54
400.69977557923,55
401.19977557923,56
401.69977557923,57
402.19977557923,58
402.69977557923,59
403.19977557923,60
403.69977557923,61
404.19977557923,62
404.69977557923,63
405.19977557923,64
405.69977557923,65
406.19977557923,66
408.576358972878,67
