X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
198.750147000889,1
199.750147000889,2
201.750147000889,3
205.750147000889,4
213.750147000889,5
229.750147000889,6
261.750147000889,7
293.750147000889,8
297.321831189319,1
298.321831189319,2
300.321831189319,3
304.321831189319,4
312.321831189319,5
328.321831189319,6
341.290318528451,1
342.290318528451,2
344.290318528451,3
348.290318528451,4
356.290318528451,5
372.290318528451,6
