X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcpApp[0]/endToEndDelay:vector
30.640420591458,0.0461666
30.691136581058,0.040716
30.733173494706,0.0320369
30.778270370862,0.0350969
30.821738203074,0.0334678
30.883486037578,0.0517478
30.934299358514,0.0408133
30.973467030298,0.0291677
31.015813703466,0.0323467
31.074365388478,0.0485517
31.128286123147,0.0439207
31.167655907025,0.0293698
31.225244415355,0.0475885
31.263330183083,0.0280858
31.32185931655,0.0485291
31.378599797192,0.0467405
31.438912947574,0.0503132
31.506572216871,0.0576593
31.572406640111,0.0558344
31.640704091105,0.0582975
31.688404040089,0.0376999
31.730657961479,0.0322539
31.771964866065,0.0313069
31.817858055959,0.0358932
31.876285230603,0.0484272
31.962592211099,0.076307
32.025010617261,0.0524184
33.109641758835,1.07463
