X,frankfurt_urban_n_vehicles.MA[7].idLayer/sequenceUpdateCa:vector
227.213363747951,1
307.584698118099,2
346.527371365133,3
388.034786958873,4
388.534786958873,5
389.034786958873,6
389.493597884964,7
389.993597884964,8
390.493597884964,9
390.993597884964,10
391.493597884964,11
391.993597884964,12
392.493597884964,13
392.993597884964,14
393.493597884964,15
393.993597884964,16
394.493597884964,17
394.993597884964,18
395.493597884964,19
395.993597884964,20
396.493597884964,21
396.993597884964,22
397.493597884964,23
397.993597884964,24
398.493597884964,25
398.993597884964,26
399.493597884964,27
399.993597884964,28
400.493597884964,29
400.993597884964,30
401.493597884964,31
401.993597884964,32
402.493597884964,33
402.559341865146,34
403.059341865146,35
403.559341865146,36
404.059341865146,37
404.438877202941,38
404.938877202941,39
405.438877202941,40
405.938877202941,41
406.438877202941,42
406.938877202941,43
407.438877202941,44
407.938877202941,45
408.438877202941,46
408.938877202941,47
409.438877202941,48
409.938877202941,49
410.438877202941,50
410.938877202941,51
411.438877202941,52
411.938877202941,53
412.438877202941,54
412.938877202941,55
413.438877202941,56
413.938877202941,57
414.438877202941,58
414.938877202941,59
415.438877202941,60
415.938877202941,61
416.438877202941,62
416.938877202941,63
417.438877202941,64
417.938877202941,65
418.438877202941,66
418.938877202941,67
419.438877202941,68
419.938877202941,69
420.438877202941,70
420.938877202941,71
421.438877202941,72
421.938877202941,73
422.438877202941,74
422.938877202941,75
423.438877202941,76
423.938877202941,77
424.438877202941,78
424.938877202941,79
425.438877202941,80
425.938877202941,81
426.438877202941,82
426.938877202941,83
427.438877202941,84
427.938877202941,85
428.438877202941,86
428.938877202941,87
429.438877202941,88
429.938877202941,89
430.438877202941,90
430.938877202941,91
431.438877202941,92
431.938877202941,93
432.438877202941,94
432.938877202941,95
433.438877202941,96
433.938877202941,97
434.438877202941,98
434.938877202941,99
435.438877202941,100
435.938877202941,101
436.438877202941,102
436.938877202941,103
437.438877202941,104
437.938877202941,105
438.438877202941,106
438.938877202941,107
439.438877202941,108
439.938877202941,109
440.438877202941,110
440.938877202941,111
441.438877202941,112
441.938877202941,113
442.438877202941,114
442.938877202941,115
443.438877202941,116
443.938877202941,117
