X,frankfurt_urban_n_vehicles.MA[5].idLayer/sequenceUpdateCa:vector
127.661621564858,1
208.949794685518,2
308.999091293413,3
344.518695715343,4
387.313392370491,5
387.813392370491,6
388.313392370491,7
388.813392370491,8
389.313392370491,9
389.813392370491,10
390.313392370491,11
390.813392370491,12
391.313392370491,13
391.813392370491,14
392.313392370491,15
392.813392370491,16
393.313392370491,17
393.813392370491,18
394.313392370491,19
394.813392370491,20
395.313392370491,21
395.813392370491,22
396.313392370491,23
396.813392370491,24
397.313392370491,25
397.813392370491,26
398.313392370491,27
398.813392370491,28
399.313392370491,29
399.813392370491,30
400.313392370491,31
400.813392370491,32
401.313392370491,33
401.813392370491,34
402.313392370491,35
402.813392370491,36
403.313392370491,37
403.813392370491,38
404.313392370491,39
404.813392370491,40
405.313392370491,41
405.813392370491,42
406.313392370491,43
406.813392370491,44
407.313392370491,45
407.813392370491,46
408.313392370491,47
408.813392370491,48
409.313392370491,49
409.813392370491,50
410.313392370491,51
410.813392370491,52
411.313392370491,53
411.813392370491,54
412.313392370491,55
412.813392370491,56
412.852295941696,57
413.352295941696,58
413.852295941696,59
414.352295941696,60
414.658791637427,61
