X,frankfurt_urban_n_vehicles.MA[3].tcpApp[0]/endToEndDelay:vector
413.393256049662,1.11544
414.332535036764,0.839279
415.272529454499,0.839994
416.208209326417,0.83568
417.134724750163,0.826515
418.080337761857,0.845613
419.031010883692,0.850673
420.00614922927,0.875138
421.004442319913,0.898293
422.032865963479,0.928424
423.204157765826,1.07129
424.431389412558,1.12723
425.690143958864,1.15875
427.017448602783,1.2273
428.130552289933,1.0131
429.922627016952,1.69207
431.688248438244,1.66562
