X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcpApp[0]/endToEndDelay:vector
30.359882780306,0.0390296
30.399381233436,0.0294985
30.43703163488,0.0276504
30.484272029562,0.0372404
30.525253083134,0.0309811
30.567588701058,0.0323356
30.611069501516,0.0334808
30.657171391176,0.0361019
30.705063683814,0.0378923
30.739117431184,0.0240537
30.782179030758,0.0330616
30.81760720984,0.0254282
30.867055490132,0.0394483
30.943264654557,0.0662092
30.986075013753,0.0328104
31.025287746193,0.0292127
31.066326259829,0.0310385
31.11083067743,0.0345044
31.145828183914,0.0249975
31.196191215084,0.040363
31.242709930926,0.0365187
31.289635496856,0.0369256
31.34282938468,0.0431939
31.394738449338,0.0419091
31.474482768455,0.0697443
31.513160853617,0.0286781
31.573624573774,0.0504637
31.625180226392,0.0415557
31.688890182576,0.05371
31.756820701532,0.0579305
31.806244829468,0.0394241
31.853580356137,0.0373355
31.91449990117,0.0509195
31.989669201863,0.0651693
